Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6460.00,King's Field II,PS,1996.00,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26
6461.00,Danganronpa 2: Goodbye Despair,PSV,2014.00,Misc,Nippon Ichi Software,0.13,0.07,0,0.06,0.26
6462.00,Aikatsu! 2-nin no My Princess,3DS,2013.00,Action,Namco Bandai Games,0.00,0.00,0.26,0,0.26
6463.00,Beyblade: Metal Fusion,DS,2009.00,Role-Playing,Hudson Soft,0.08,0.03,0.14,0.01,0.26
6464.00,NCAA Gamebreaker,PS,1996.00,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6465.00,Petz: Horsez 2,PS2,2007.00,Simulation,Ubisoft,0.13,0.1,0,0.03,0.26
6466.00,NPPL: Championship Paintball 2009,PS2,2008.00,Shooter,Activision Value,0.13,0.1,0,0.03,0.26
6467.00,Skylanders: SuperChargers,Wii,2015.00,Action,Activision,0.05,0.19,0,0.02,0.26
6468.00,Zoo Tycoon 2: Ultimate Collection,PC,2008.00,Strategy,Microsoft Game Studios,0.04,0.18,0,0.04,0.26
6469.00,Tomba!,PS,1997.00,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6470.00,Love Plus,DS,2009.00,Simulation,Konami Digital Entertainment,0.00,0.00,0.26,0,0.26
6471.00,Tales of Innocence,DS,2007.00,Role-Playing,Namco Bandai Games,0.00,0.00,0.26,0,0.26
6472.00,MLB SlugFest 2006,PS2,2006.00,Sports,Midway Games,0.13,0.1,0,0.03,0.26
6473.00,J Stars Victory Vs.,PSV,2014.00,Fighting,Namco Bandai Games,0.00,0.07,0.17,0.02,0.26
6474.00,Rugrats: I Gotta Go Party,GBA,2002.00,Action,THQ,0.19,0.07,0,0,0.26
6475.00,Virtua Racing,GEN,1994.00,Racing,Sega,0.00,0.00,0.26,0,0.26
6476.00,Crash Tag Team Racing,PSP,2005.00,Racing,Vivendi Games,0.16,0.06,0,0.04,0.26
6477.00,Prison Break: The Conspiracy,PS3,2010.00,Action,Deep Silver,0.05,0.16,0,0.05,0.26
6478.00,Bolt,PS2,2008.00,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
6479.00,DS Bungaku Zenshuu,DS,2007.00,Misc,Nintendo,0.00,0.00,0.26,0,0.26
6480.00,We Cheer 2,Wii,2009.00,Simulation,Namco Bandai Games,0.24,0.00,0,0.02,0.26
6481.00,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.00,Adventure,Codemasters,0.24,0.00,0,0.02,0.26
6482.00,Inazuma Eleven GO 3: Galaxy,3DS,2013.00,Sports,Level 5,0.00,0.00,0.26,0,0.26
6483.00,Ford Racing 3,PS2,2004.00,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26
6484.00,Michael Jackson: The Experience,DS,2010.00,Misc,Ubisoft,0.22,0.03,0,0.02,0.26
6485.00,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.00,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
6486.00,Project Runway,Wii,2010.00,Simulation,Atari,0.24,0.00,0,0.02,0.26
6487.00,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.00,Sports,Konami Digital Entertainment,0.00,0.00,0.26,0,0.26
6488.00,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.00,Action,THQ,0.19,0.07,0,0,0.26
6489.00,Sengoku Basara 2,PS2,2006.00,Action,Capcom,0.00,0.00,0.26,0,0.26
6490.00,Naruto: Ultimate Ninja Heroes,PSP,2006.00,Fighting,Namco Bandai Games,0.26,0.00,0,0,0.26
6491.00,Inazuma Eleven Strikers,Wii,2011.00,Role-Playing,Nintendo,0.00,0.01,0.25,0,0.26
6492.00,Hey Arnold! The Movie,GBA,2002.00,Platform,THQ,0.19,0.07,0,0,0.26
6493.00,Final Fantasy V Advance,GBA,2006.00,Role-Playing,Nintendo,0.00,0.00,0.26,0.01,0.26
6494.00,Need for Speed: Most Wanted,GBA,2005.00,Racing,Electronic Arts,0.19,0.07,0,0,0.26
6495.00,Lumines: Electronic Symphony,PSV,2012.00,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
6496.00,Star Trek: Invasion,PS,2000.00,Simulation,Activision,0.15,0.1,0,0.02,0.26
6497.00,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.00,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26
6498.00,Jonah Lomu Rugby Challenge,PS3,N/A,Sports,Home Entertainment Suppliers,0.00,0.2,0,0.06,0.26
6499.00,Babysitting Mania,DS,2008.00,Simulation,Majesco Entertainment,0.24,0.00,0,0.02,0.26
6500.00,Star Wars: Bounty Hunter,GC,2002.00,Shooter,LucasArts,0.2,0.05,0,0.01,0.26
6501.00,Tom and Jerry in War of the Whiskers,PS2,2002.00,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
6502.00,Ace Attorney Investigations 2,DS,2011.00,Adventure,Capcom,0.00,0.00,0.26,0,0.26
6503.00,Minute to Win It,Wii,2010.00,Misc,Zoo Games,0.25,0.00,0,0.02,0.26
6504.00,Smart Girl's Playhouse,DS,2007.00,Misc,505 Games,0.24,0.00,0,0.02,0.26
6505.00,Racquet Sports,Wii,2010.00,Sports,Ubisoft,0.14,0.09,0,0.02,0.26
6506.00,TouchMaster 3(Others sales),DS,2009.00,Puzzle,Warner Bros. Interactive Entertainment,0.00,0.24,0,0.02,0.26
6507.00,The Elder Scrolls IV: Oblivion,PC,2006.00,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.05,0.26
6508.00,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011.00,Sports,Konami Digital Entertainment,0.00,0.00,0.26,0,0.26
6509.00,Madden NFL 2005,DS,2004.00,Sports,Electronic Arts,0.24,0.00,0,0.02,0.26
6510.00,Skylanders: Trap Team,3DS,2014.00,Action,Activision,0.14,0.1,0,0.02,0.26
6511.00,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006.00,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26
6512.00,Power Pro Kun Pocket 5,GBA,2003.00,Sports,Konami Digital Entertainment,0.00,0.00,0.25,0.01,0.26
6513.00,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.00,Adventure,Banpresto,0.00,0.00,0.25,0.01,0.26
6514.00,Plants vs. Zombies,X360,2010.00,Strategy,PopCap Games,0.24,0.00,0,0.02,0.26
6515.00,Riding Spirits,PS2,2002.00,Racing,BAM! Entertainment,0.13,0.1,0,0.03,0.26
6516.00,Disney Sing It: Pop Hits,PS3,2009.00,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.26
6517.00,Indiana Jones and the Staff of Kings,DS,2009.00,Action,Activision,0.17,0.07,0,0.02,0.26
6518.00,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.00,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
6519.00,Bust A Groove 2,PS,1999.00,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
6520.00,Hatsune Miku: Project Diva,PSP,2009.00,Misc,Sega,0.00,0.00,0.26,0,0.26
6521.00,Juiced 2: Hot Import Nights,PS3,2007.00,Racing,THQ,0.18,0.04,0.01,0.03,0.26
6522.00,Gundam Battle Universe,PSP,2008.00,Fighting,Namco Bandai Games,0.00,0.00,0.26,0,0.26
6523.00,Sengoku Basara: Battle Heroes,PSP,2009.00,Action,Capcom,0.00,0.00,0.26,0,0.26
6524.00,Nightmare Creatures,N64,1996.00,Action,Activision,0.21,0.05,0,0,0.26
6525.00,Star Wars Episode I: Battle for Naboo,N64,2000.00,Simulation,LucasArts,0.21,0.05,0,0,0.26
6526.00,Duke Nukem: Zero Hour,N64,1999.00,Shooter,GT Interactive,0.21,0.05,0,0,0.26
6527.00,Armorines: Project S.W.A.R.M.,N64,1999.00,Shooter,Acclaim Entertainment,0.21,0.05,0,0,0.26
6528.00,NCAA March Madness 08,PS2,2007.00,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
6529.00,Armored Core: Nexus,PS2,2004.00,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26
6530.00,Evolution Skateboarding,PS2,2002.00,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26
6531.00,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002.00,Adventure,NewKidCo,0.19,0.07,0,0,0.26
6532.00,Muramasa: The Demon Blade,PSV,2013.00,Role-Playing,Marvelous Entertainment,0.13,0.00,0.1,0.03,0.26
6533.00,Yakuza: Ishin,PS3,2014.00,Action,Sega,0.00,0.00,0.26,0,0.26
6534.00,Indiana Jones and the Staff of Kings,PSP,2009.00,Action,Activision,0.11,0.1,0,0.06,0.26
6535.00,Tony Hawk: Shred,X360,2010.00,Sports,Activision,0.17,0.07,0,0.02,0.26
6536.00,Outlaw Volleyball,XB,2003.00,Sports,TDK Mediactive,0.19,0.06,0,0.01,0.26
6537.00,Batman: Vengeance,GC,2001.00,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
6538.00,The Amazing Spider-Man 2 (2014),X360,2014.00,Action,Activision,0.1,0.14,0,0.02,0.26
6539.00,RealSports Football,2600.00,1981.00,Sports,Atari,0.24,0.01,0,0,0.26
6540.00,Tiger Woods PGA Tour 10,PS2,2009.00,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26
6541.00,SD Gundam G Generation: Cross Drive,DS,2007.00,Strategy,Namco Bandai Games,0.00,0.00,0.26,0,0.26
6542.00,Tom Clancy's Splinter Cell: Double Agent,PS3,2007.00,Action,Ubisoft,0.2,0.03,0,0.03,0.26
6543.00,Monsters vs. Aliens,Wii,2009.00,Action,Activision,0.14,0.09,0,0.03,0.26
6544.00,Dungeons & Dragons Heroes,XB,2003.00,Role-Playing,Atari,0.19,0.06,0,0.01,0.26
6545.00,The Testament of Sherlock Holmes,PS3,2012.00,Adventure,Focus Home Interactive,0.05,0.15,0,0.06,0.26
6546.00,Game of Thrones,X360,2012.00,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26
6547.00,Loving Life with Hello Kitty & Friends,DS,2011.00,Misc,Rising Star Games,0.15,0.08,0,0.02,0.26
6548.00,McGrath Vs. Pastrana Freestyle Motocross,PS,2000.00,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
6549.00,Legaia 2: Duel Saga,PS2,2001.00,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,0.26
6550.00,Crash Nitro Kart,GC,2003.00,Racing,Vivendi Games,0.2,0.05,0,0.01,0.26
6551.00,Karaoke Joysound Wii,Wii,2008.00,Misc,Hudson Soft,0.01,0.00,0.25,0,0.26
6552.00,MLB 09: The Show,PSP,2009.00,Sports,Sony Computer Entertainment,0.24,0.00,0,0.02,0.26
6553.00,Polarium,DS,2004.00,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
6554.00,Samurai Warriors 4,PS3,2014.00,Action,Tecmo Koei,0.00,0.00,0.26,0,0.26
6555.00,F1 2014,X360,2014.00,Racing,Codemasters,0.08,0.15,0,0.02,0.26
6556.00,Classic NES Series: Bomberman,GBA,2004.00,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
6557.00,Avatar: The Last Airbender - The Burning Earth,Wii,2007.00,Action,THQ,0.24,0.00,0,0.02,0.26
6558.00,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.00,Action,Ubisoft,0.2,0.03,0,0.02,0.26
6559.00,Bratz Ponyz 2,DS,2008.00,Adventure,Game Factory,0.24,0.00,0,0.02,0.26
6560.00,A.C.E.: Another Century's Episode,PS2,2005.00,Simulation,Banpresto,0.00,0.00,0.26,0,0.26
6561.00,Frogger's Journey: The Forgotten Relic,GBA,2003.00,Action,Konami Digital Entertainment,0.18,0.07,0,0,0.26
6562.00,X-Men vs. Street Fighter,SAT,1997.00,Fighting,Capcom,0.00,0.00,0.26,0,0.26
6563.00,Army of Two: The Devil's Cartel,X360,2013.00,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26
6564.00,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004.00,Misc,N/A,0.18,0.07,0,0,0.26
6565.00,Oddworld: Stranger's Wrath,XB,2005.00,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
6566.00,Sega Rally Revo,PSP,2007.00,Racing,Sega,0.03,0.15,0,0.08,0.26
6567.00,King of Fighters: Maximum Impact,PS2,2004.00,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26
6568.00,Marvel Super Heroes vs. Street Fighter,PS,1998.00,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26
6569.00,Legendary,X360,2008.00,Shooter,Atari,0.08,0.15,0,0.03,0.26
6570.00,J-League Pro Soccer Club wo Tsukurou!,SAT,1996.00,Sports,Sega,0.00,0.00,0.26,0,0.26
6571.00,Daisy Fuentes Pilates,Wii,2009.00,Sports,505 Games,0.17,0.06,0,0.02,0.26
6572.00,Star Trek: The Game,PS3,2013.00,Action,Namco Bandai Games,0.1,0.11,0,0.05,0.26
6573.00,Drakan: The Ancients' Gates,PS2,2002.00,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6574.00,Dead or Alive Xtreme 2,X360,2006.00,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
6575.00,Petz: Crazy Monkeyz,Wii,2008.00,Simulation,Ubisoft,0.23,0.00,0,0.02,0.26
6576.00,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005.00,Misc,THQ,0.19,0.06,0,0.01,0.26
6577.00,Choro Q3,PS,1998.00,Racing,Takara,0.00,0.00,0.24,0.02,0.26
6578.00,Tokyo Jungle,PS3,2012.00,Action,Sony Computer Entertainment,0.00,0.00,0.26,0,0.26
6579.00,Hunted: The Demon's Forge,PS3,2011.00,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
6580.00,Lemony Snicket's A Series of Unfortunate Events,GC,2004.00,Platform,Activision,0.2,0.05,0,0.01,0.26
6581.00,Pirates of the Caribbean: Dead Man's Chest,DS,2006.00,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
6582.00,Bionicle: Matoran Adventures,GBA,2002.00,Platform,Electronic Arts,0.18,0.07,0,0,0.26
6583.00,Armored Core: Master of Arena,PS,1999.00,Simulation,From Software,0.07,0.05,0.13,0.02,0.26
6584.00,Fire Emblem: Thracia 776,SNES,1999.00,Strategy,Nintendo,0.00,0.00,0.26,0,0.26
6585.00,Desert Falcon,2600.00,1987.00,Shooter,Atari,0.24,0.01,0,0,0.26
6586.00,NASCAR 09,PS3,2008.00,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
6587.00,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.00,Role-Playing,Hudson Soft,0.00,0.00,0.26,0,0.26
6588.00,A.C.E.: Another Century's Episode 3: The Final,PS2,2007.00,Simulation,Banpresto,0.00,0.00,0.26,0,0.26
6589.00,ATV: Quad Power Racing,GBA,2002.00,Racing,Liquid Games,0.18,0.07,0,0,0.26
6590.00,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.00,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
6591.00,The Backyardigans,DS,2009.00,Adventure,Take-Two Interactive,0.24,0.00,0,0.02,0.26
6592.00,Backyard NFL Football,GC,2002.00,Sports,Infogrames,0.2,0.05,0,0.01,0.26
6593.00,All-Star Baseball 2003,XB,2002.00,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
6594.00,Silent Hunter 5: Battle of the Atlantic,PC,2010.00,Simulation,Ubisoft,0.00,0.21,0,0.05,0.26
6595.00,MTX Mototrax,PS2,2004.00,Racing,Activision,0.13,0.1,0,0.03,0.26
6596.00,Tomb Raider: Underworld (Others sales),PS2,2009.00,Adventure,Eidos Interactive,0.00,0.21,0,0.04,0.26
6597.00,NHL Rock the Rink,PS,1999.00,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
6598.00,LEGO Star Wars III: The Clone Wars,PC,2011.00,Action,LucasArts,0.1,0.13,0,0.03,0.26
6599.00,NBA ShootOut 2004,PS2,2003.00,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6600.00,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005.00,Racing,Codemasters,0.00,0.25,0,0,0.26
6601.00,Super Robot Taisen R,GBA,2002.00,Strategy,Banpresto,0.00,0.00,0.25,0.01,0.26
6602.00,Castlevania: Harmony of Dissonance,GBA,2002.00,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
6603.00,Metroid Prime Pinball,DS,2005.00,Misc,Nintendo,0.21,0.00,0.02,0.02,0.26
6604.00,Formula One 2001,PS2,2001.00,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6605.00,Nickelodeon Dance,Wii,2011.00,Misc,Take-Two Interactive,0.23,0.01,0,0.02,0.26
6606.00,Doukyuusei if,SAT,1996.00,Role-Playing,NEC,0.00,0.00,0.26,0,0.26
6607.00,Baldur's Gate: Dark Alliance II,XB,2004.00,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
6608.00,MVP Baseball 2004,GC,2004.00,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
6609.00,Super Street Fighter II: Turbo Revival,GBA,2001.00,Fighting,Ubisoft,0.18,0.07,0,0,0.25
6610.00,Secret Weapons Over Normandy,XB,2003.00,Simulation,LucasArts,0.19,0.05,0,0.01,0.25
6611.00,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998.00,Sports,Axela,0.00,0.00,0.24,0.02,0.25
6612.00,NHL 08,PS3,2007.00,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
6613.00,Kidou Senshi Gundam: Giren no Yabou,SAT,1998.00,Strategy,Namco Bandai Games,0.00,0.00,0.25,0,0.25
6614.00,Imagine: Ballet Star,DS,2008.00,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
6615.00,Teen Titans,PS2,2006.00,Action,THQ,0.12,0.1,0,0.03,0.25
6616.00,Percy Jackson and the Olympians: The Lightning Thief,DS,2010.00,Role-Playing,Activision,0.22,0.01,0,0.02,0.25
6617.00,Spelling Challenges and more!,PSP,2007.00,Misc,Crave Entertainment,0.24,0.00,0,0.02,0.25
6618.00,Crusaders of Might and Magic,PS,1999.00,Role-Playing,3DO,0.14,0.1,0,0.02,0.25
6619.00,Journey,PS3,2012.00,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25
6620.00,Tearaway Unfolded,PS4,2015.00,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
6621.00,Star Wars The Clone Wars: Republic Heroes,PS2,2009.00,Action,LucasArts,0.17,0.01,0,0.08,0.25
6622.00,Bomberman Generation,GC,2002.00,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25
6623.00,NASCAR 09,X360,2008.00,Racing,Electronic Arts,0.23,0.00,0,0.02,0.25
6624.00,Surfing H3O,PS2,2000.00,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
6625.00,Romance of the Three Kingdoms II,SNES,1991.00,Strategy,Tecmo Koei,0.00,0.00,0.25,0,0.25
6626.00,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.00,Shooter,Vivendi Games,0.12,0.1,0,0.04,0.25
6627.00,Resident Evil Archives: Resident Evil Zero,Wii,2008.00,Action,Capcom,0.14,0.04,0.06,0.02,0.25
6628.00,Zoo Resort 3D,3DS,2011.00,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
6629.00,Ice Age 2: The Meltdown,GBA,2006.00,Platform,Vivendi Games,0.18,0.07,0,0,0.25
6630.00,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.00,Action,Disney Interactive Studios,0.23,0.00,0,0.02,0.25
6631.00,World Series of Poker,XB,2005.00,Misc,Activision,0.19,0.05,0,0.01,0.25
6632.00,Hatsune Miku: Project Diva F 2nd,PS3,2014.00,Misc,Sega,0.09,0.04,0.1,0.03,0.25
6633.00,Galactic Attack,SAT,1994.00,Shooter,Acclaim Entertainment,0.00,0.00,0.25,0,0.25
6634.00,Power Pro Kun Pocket 2,GB,2000.00,Sports,Konami Digital Entertainment,0.00,0.00,0.25,0,0.25
6635.00,Game of Thrones,PS3,2012.00,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,0.25
6636.00,Happy Feet,GC,2006.00,Action,Midway Games,0.2,0.05,0,0.01,0.25
6637.00,Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003.00,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25
6638.00,Triple Play 2002,XB,2002.00,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
6639.00,Scrabble,DS,2009.00,Misc,Ubisoft,0.21,0.02,0,0.03,0.25
6640.00,Evil Zone,PS,1998.00,Fighting,Titus,0.14,0.1,0,0.02,0.25
6641.00,Spy Kids Challenger,GBA,2002.00,Platform,Disney Interactive Studios,0.18,0.07,0,0,0.25
6642.00,K-ON! Houkago Live!!,PSP,2010.00,Misc,Sega,0.00,0.00,0.25,0,0.25
6643.00,A. IV Evolution: A Ressha de Ikou 4,PS,1994.00,Strategy,ArtDink,0.00,0.00,0.24,0.02,0.25
6644.00,Exhibition,XB,2001.00,Misc,Microsoft Game Studios,0.19,0.05,0,0.01,0.25
6645.00,Scrabble,PS,1999.00,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
6646.00,Tony Hawk's Proving Ground,Wii,2007.00,Sports,Activision,0.22,0.01,0,0.02,0.25
6647.00,Amped 2,XB,2003.00,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25
6648.00,Blaster Master: Blasting Again,PS,2000.00,Shooter,Sunsoft,0.14,0.1,0,0.02,0.25
6649.00,College Hoops 2K6,PS2,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25
6650.00,Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004.00,Misc,N/A,0.18,0.07,0,0,0.25
6651.00,Cars,X360,2006.00,Racing,THQ,0.22,0.02,0,0.02,0.25
6652.00,Family Guy: Back to the Multiverse,X360,2012.00,Action,Activision,0.14,0.09,0,0.02,0.25
6653.00,Kung Fu Panda 2,X360,2011.00,Action,THQ,0.16,0.07,0,0.02,0.25
6654.00,Up,PS3,2009.00,Action,THQ,0.15,0.07,0,0.03,0.25
6655.00,Birds of Steel,PS3,2012.00,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
6656.00,Madagascar: Escape 2 Africa,X360,2008.00,Action,Activision,0.12,0.1,0,0.03,0.25
6657.00,WipEout XL,PS,1996.00,Racing,Psygnosis,0.14,0.1,0,0.02,0.25
6658.00,Animal Paradise,DS,2007.00,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25
6659.00,The Powerpuff Girls: Chemical X-Traction,PS,2001.00,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25
6660.00,NHL 08,X360,2007.00,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
6661.00,Dynasty Warriors 6 (JP sales),PS2,2008.00,Action,Tecmo Koei,0.00,0.00,0.25,0,0.25
6662.00,Just Dance Kids 2,PS3,2011.00,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
6663.00,FIFA 14,3DS,2013.00,Sports,Electronic Arts,0.00,0.23,0,0.03,0.25
6664.00,Men of Valor,XB,2004.00,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25
6665.00,Bomberman Tournament,GBA,2001.00,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
6666.00,Medal of Honor European Assault,GC,2005.00,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
6667.00,Spider-Man: Web of Shadows,Wii,2008.00,Action,Activision,0.22,0.01,0,0.02,0.25
6668.00,Billy Hatcher and the Giant Egg,GC,2003.00,Platform,Sega,0.19,0.05,0,0.01,0.25
6669.00,Midway's Greatest Arcade Hits,GBA,2001.00,Misc,Midway Games,0.18,0.07,0,0,0.25
6670.00,SpongeBob's Truth or Square (US sales),X360,2009.00,Action,THQ,0.25,0.00,0,0,0.25
6671.00,Final Fantasy II,WS,2001.00,Role-Playing,SquareSoft,0.00,0.00,0.25,0,0.25
6672.00,WipEout Fusion,PS2,2002.00,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
6673.00,Spider-Man: Edge of Time,X360,2011.00,Action,Activision,0.18,0.05,0,0.02,0.25
6674.00,UEFA Euro 2008 Austria-Switzerland,PSP,2008.00,Sports,Electronic Arts,0.06,0.13,0,0.06,0.25
6675.00,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.00,Role-Playing,Gust,0.00,0.00,0.23,0.02,0.25
6676.00,The Outfit,X360,2006.00,Action,THQ,0.21,0.02,0,0.02,0.25
6677.00,Golden Nugget Casino,GBA,2004.00,Misc,Majesco Entertainment,0.18,0.07,0,0,0.25
6678.00,NHL 06,XB,2005.00,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
6679.00,Atari Anthology,XB,2004.00,Misc,Atari,0.19,0.05,0,0.01,0.25
6680.00,Ultimate Fighting Championship,PS,2000.00,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
6681.00,XIII,XB,2003.00,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25
6682.00,MotoGP '07,X360,2007.00,Racing,THQ,0.23,0.00,0,0.02,0.25
6683.00,Samurai Shodown II,NG,1994.00,Fighting,SNK,0.00,0.00,0.25,0,0.25
6684.00,Mortal Kombat: Armageddon,Wii,2007.00,Fighting,Midway Games,0.21,0.02,0,0.02,0.25
6685.00,Don King Presents: Prizefighter,X360,2008.00,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
6686.00,Hybrid Heaven,N64,1999.00,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25
6687.00,NBA Showtime: NBA on NBC,N64,1999.00,Sports,Midway Games,0.23,0.02,0,0,0.25
6688.00,Fox Sports College Hoops '99,N64,1998.00,Sports,Fox Interactive,0.2,0.05,0,0,0.25
6689.00,Wheel of Fortune,N64,1997.00,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
6690.00,MRC: Multi-Racing Championship,N64,1997.00,Racing,Ocean,0.2,0.05,0,0,0.25
6691.00,F1 Pole Position 64,N64,1997.00,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
6692.00,Gex 64: Enter the Gecko,N64,1998.00,Action,GT Interactive,0.2,0.05,0,0,0.25
6693.00,Wayne Gretzky's 3D Hockey '98,N64,1997.00,Sports,Midway Games,0.23,0.02,0,0,0.25
6694.00,NBA Courtside 2 featuring Kobe Bryant,N64,1999.00,Sports,Nintendo,0.2,0.05,0,0,0.25
6695.00,J Stars Victory Vs.,PS4,2015.00,Fighting,Namco Bandai Games,0.07,0.14,0,0.04,0.25
6696.00,U-Sing: Girls Night,Wii,2010.00,Misc,Mindscape,0.00,0.21,0,0.04,0.25
6697.00,The Mummy: Tomb of the Dragon Emperor,PS2,2008.00,Action,Vivendi Games,0.12,0.1,0,0.03,0.25
6698.00,Def Jam Vendetta,GC,2003.00,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
6699.00,Scooby-Doo! Unmasked,PS2,2005.00,Platform,THQ,0.12,0.1,0,0.03,0.25
6700.00,Penny Racers,PS,1996.00,Racing,Sony Computer Entertainment,0.00,0.00,0.23,0.02,0.25
6701.00,The Sims 2,XB,2005.00,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25
6702.00,Caesars Palace II,PS,1998.00,Misc,Interplay,0.14,0.09,0,0.02,0.25
