UF,Sigla Partido,Cargo,Nome candidato,Valor despesa,Tipo despesa,Fonte recurso,EspÈcie recurso,DescriÁao da despesa
SP,PMDB,Deputado Estadual,HUBER ARISTOTELES NOGUEIRA DA GAMA,21.00,Encargos financeiros e taxas banc·rias,Fundo Partid·rio,DÈbito em conta,TARIFA MAXCONTA
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,500.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,COMBUSTÕVEIS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,100.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,ANUNCIO NO JORNAL BALAN«A SAO MATEUS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,750.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PANFLETAGEM 15/08/2010 A 30/09/2010
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,750.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PANFLETAGEM 15/08/2010 30/09/2010
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,750.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PANFLETAGEM-REDE SOCIAL 15/08/2010 A 30/09/2010
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,750.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PANFLETAGEM REDE SOCIAL
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,3000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PANFLETAGEM-CESS√O VEICULO
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,500.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,550.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,ANUNCIO NO JORNAL MOMENTO CERTO
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,520.56,Despesas postais,Outros Recursos nao descritos,Cheque,POSTAGEM DE CORRESPONDENCIAS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,2158.27,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PROGRAMA DE TELEVIS√O -PRODU«√O
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,360.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"150.000 PANFLETOS - MILHEIRO R$ 2,40                                                                                                                                                                                                                           "
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,3044.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"10.000 FOLHETOS DE APRESENTA«AO FORMATO ABERTO 29,7X10                                                                                                                                                                                                         "
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,500.00,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,COMBUSTÕVEIS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,2020.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,1000 BANNERS - 1000 ADESIVOS - 50000 SANTINHOS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,1500.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,PUBLICA«’ES EDI«OES 313 - 314 - 315
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,365.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"UMA FAIXA DE 3 MTS E UMA LONA DE 1,40 X 4,00 MTS                                                                                                                                                                                                               "
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,870.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,600.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,CAIXA DE SOM
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,5224.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,30.000 FOLHETOS
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,550.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,VEICULA«√O EM JORNAL
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,3460.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,MATERIAL GRAFICO SANTINHO-CART√O VISITA-PRAGUINHA-JORNAL-BANNER
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,590.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,ADESIVOS - FAIXAS - PERFUREX
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,505.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,FAIXAS - BANNERS - PERFUREX
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,550.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,VEICULA«√O EM JORNAL
SP,PMDB,Deputado Estadual,ARNALDO DONIZETTI DANTAS,2880.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,COMPRA CAVALETES
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 02/08/2010 A 09/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 02/08/2010 A 09/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,561.40,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"208,00 LITROS DE GASOLINA - VLR. UNIT. R$ 2,699                                                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,4000.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"02 ADESIVAGENS DE VEICULOS - VLR. UNIT R$ 400,00 // 30 CAVALETES COMPLETOS - VLR. UNIT R$ 60,00 // 200 BANNERS P/ POSTE COMPLETO - VLR. UNIT R$ 7,00                                                                                                           "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,500.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"20.000 IMPRESSOS - CURRICULO - VLR. UNIT R$ 0,025                                                                                                                                                                                                              "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,600.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"20.000 FOLHETOS - VLR. UNIT R$ 0,03                                                                                                                                                                                                                            "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,300.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"20.000 CART’ES DE VISITA - VLR. UNIT R$ 0,015                                                                                                                                                                                                                  "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«AO SERVI«O DE PANFLETAGEM DE 02/08/10 A 09/08/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,676.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"06 LONAS C/ILHOS - VLR. UNIT R$ 46,00 // 01 ADESIVAGEM DE VEICULO - VLR. UNIT R$ 400,00                                                                                                                                                                        "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 02/08/2010 A 09/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 02/08/2010 A 09/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 10/08/2010 A 16/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 10/08/2010 A 16/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 10/08/2010 A 16/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 10/08/2010 A 16/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE PANFLETAGEM - DE 10/08/2010 A 16/08/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,400.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"1000 IMPRESSOS - ESTILO CARTA - VALOR UNIT R$ 0,40                                                                                                                                                                                                             "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,2159.20,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"800,00 LITROS DE GASOLINA - VLR. UNIT. R$ 2,699                                                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,2650.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"30 PLACAS C/ ESTR. C/ 4 M2 - VLR. UNIT. R$ 60,00// 1000 ADESIVOS 09X09CM VLR. UNIT R$ 0,45 // 01 ADESIVO EM VEICULO R$ 400,00                                                                                                                                  "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1300.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,ANUNCIO PUBLICIT¡RIO DE JORNAL DO GUARUJA
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1500.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DO IMOVEL A RUA CAV. NAMI JAFET, 546 - PERIODO DE 15/7 AT… ELEI«√O - VALOR MENSAL R$ 500,00                                                                                                                                                             "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 19 A 25 JULHO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,2800.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"07 (SETE) ANUNCIOS DE 03 COLX10CM P/ PUBLICA«√O NO JORNAL ESTANCIA DE GUARUJ¡ EM 21/8, 28/08, 04/09, 11/09, 18/09, 25/09 E 01/10 - VLR. UNIT R$ 400,00                                                                                                         "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 16 A 30 AGOSTO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1800.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DO VEICULO PARA USO DURANTE O PERIODO DE 09/08/10 A 02/10/10 - VW/GOL I - PLACA CKN1265 - VALOR ESTIMADO MENSAL R$ 1.000,00                                                                                                                             "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,250.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,350.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO DE CAMPANHA ELEITORAL - DE 01 A 19 SETEMBRO/2010
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,3000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50000 JORNAIS TABLOIDES - VLR. UNIT. R$ 0,06 - CONF. NF 3520                                                                                                                                                                                                   "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,3000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50000 JORNAIS TABLOIDES - VLR. UNIT. R$ 0,06 - CONF. NF 3527                                                                                                                                                                                                   "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,600.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESSAO DE VEICULO - VW PARATI - PLACA CLN 9951 - C/ CONDU«√O PROPRIA DE 15/09 A 01/10/10 - VALOR BASE MENSAL R$ 1.000,00                                                                                                                                       "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,CESSAO DE LINHA TELEFONICA 13-33824314 - P/ RECEBIMENTO CHAMADA DE 15/07 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,510.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,VOLUNTARIO NA ASSESSORIA E ORIENTA«√O PARA ELABORA«√O DA PRESTA«√O DE CONTAS DE CAMPANHA
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,720.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"300.000 SANTINHOS - VLR. MILHEIRO R$ 2,40 CONF, NF 003                                                                                                                                                                                                         "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,2158.27,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,CRIA«√O E PRODU«√O DE PROGRAMAS E COMERCIAIS DE TV E RADIO - FRA«√O DA NOTA FISCAL 0000017
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE SARRAFOS DE PINUS 5X2 - VLR. UNIT. R$ 0,90 - 2222 UNID - CONF. NF 774                                                                                                                                                                          "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,3795.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE SANTINHOS - TIRAGEM 1.000.000 - VLR. UNIT. MILHEIRO R$ 7,59 - CONF. NF 0009                                                                                                                                                                    "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1000.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE CAVALETES - VLR. UNIT. R$ 8,00 - 250 UNID - CONF. NF 1469                                                                                                                                                                                      "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1500.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE 100.000 FOLHETOS - VLR. UNIT. R$ 0,03 - CONF. NF 0048                                                                                                                                                                                          "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,5925.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE 100.000 CARDS - VLR. UNIT. R$ 0,11 E DE 50 PLACAS - VLR. UNIT R$ 17,00 - CONF. NF 049                                                                                                                                                          "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,950.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE 100 PLACAS EM PS - VLR. UNIT. R$ 19,00 - CONF. NF 0063                                                                                                                                                                                         "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1400.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO CUSTO DE 200 BANNERS - VLR. UNIT. R$ 14,00 - CONF. NF 3594                                                                                                                                                                                              "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"100.000 COLINHAS - VLR. MILHEIRO R$ 2,00 - CONF. REMESSA                                                                                                                                                                                                       "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"100.000 - COLINHAS - VLR. MILHEIRO R$ 1,00 - CONF. REMESSA                                                                                                                                                                                                     "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,1420.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"02 PAINEIS LONA - VLR. UNIT R$ 125,00 // 24 ADESIVOS PERFURADOS - VLR. UNIT R$ 18,75 // 400 ADESIVOS VINIL - VLR. UNIT R$ 1,80                                                                                                                                 "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,3960.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"60.000 IMPRESSOS - TAM 21 X 29,7 - PANFLETO DOBRADO - VLR. UNIT R$ 0,066                                                                                                                                                                                       "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,550.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O PRESTADO A CAMPANHA DE 15/07 A 28/07/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,800.00,"ProduÁ„o de jingles, vinhetas e slogans",Outros Recursos nao descritos,Cheque,ELABORA«√O E GRAVA«√O DE JINGLE PARA CAMPANHA POLITICA
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,203.00,Materiais de expediente,Outros Recursos nao descritos,Cheque,"02 CARTUCHOS HP 21 - PRE«O UNIT. R$ 40,00 // 02 CARTUCHOS HP 22 - PRE«O UNIT R$ 40,00 // 43 CD'S - PRE«O UNIT R$ 1,00                                                                                                                                          "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,500.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"20.000 IMPRESSOS - PRE«O UNIT R$ 0,0250                                                                                                                                                                                                                        "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,410.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"20.000 CART’ES DE VISITA - PRE«O UNIT R$ 0,0205                                                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
SP,PMDB,Deputado Estadual,MARIA REGINA LEAL MARIANO,100.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,SERVI«O DE DIVULGA«√O E PANFLETAGEM REALIZADO ENTRE 26/09/10 A 02/10/10
