REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;FORNECEDOR;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;OBSERVAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;46.600;348691;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;33.850;348692;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;3.800;348693;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;20.350;348695;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;16.800;348696;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;3.400;348697;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;7.300;348698;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;43.000;348699;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;17.700;348700;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;10.000;348701;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;6.300;348702;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;6.950;348703;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;900;348704;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;3.100;348705;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;73.700;348706;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;5.900;348707;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;21.450;348708;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;150;348709;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;30.000;348710;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;36.550;348711;39;Entrega realizada;17/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;182.400;348694;39;Entrega realizada;16/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;8.200;348712;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;DOAÇÃO VALE;VALE S/A;CISATRACÚRIO, BESILATO 10 MG;-;4.650;348713;39;Entrega realizada;18/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;5.320;349263;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;16.920;349265;40;Entrega realizada;25/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;18.050;349267;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;5.340;349285;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;23.540 ;349271;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;11.770 ;349273;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;7.710 ;349275;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;46.920 ;349277;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;9.990;349279;40;Entrega realizada;26/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;3.720 ;349280;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;3.180 ;349286;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;660;349263;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;2.980;349265;40;Entrega realizada;25/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;250;349266;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;11.220;349267;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;1.960;349268;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;2.010;349269;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;4.840;349270;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;6.950;349271;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;3.510;349272;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;7.680;349273;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;1.040;349274;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;8.620;349275;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;3.530;349276;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;13.790;349277;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;3.300;349278;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;300;349279;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;10.000;349280;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;510;349281;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE; LABORATOIRE RENAUDIN;CETAMINA, CLORIDRATO 50 MG/ML;FRASCO 10 mL;30.500;349282;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;AMSTELFARMA BV;DIAZEPAM 5 MG/ML;AMPOLA 2 mL;14.500;349283;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;AMSTELFARMA BV;DIAZEPAM 5 MG/ML;AMPOLA 2 mL;30.200;349284;40;Entrega realizada;23/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;AMSTELFARMA BV;DIAZEPAM 5 MG/ML;AMPOLA 2 mL;15.900;349271;40;Entrega realizada;24/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;6.275;349775;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;2.550;349775;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;22.375;349776;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;3.485;349776;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;2.700;349777;41;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;375;349777;41;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;17.240;349777;41;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;42.900;349778;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;55.200;349779;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;108.900;349779;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;5.890;349780;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;8.750;349781;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;22.150;349782;41;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;31.750;349783;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;14.035;349783;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;5.050;349784;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;69.275;349785;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;20.195;349785;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;3.150;349786;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;6.700;349786;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;7.530;349786;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;CONTRATO 80/2021 - ARP 131/2020; BLAU FARMACÊUTICA S/A;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;97.475;349787;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 80/2021 - ARP 131/2020; BLAU FARMACÊUTICA S/A;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;1.325;349789;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;7.330;349789;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
