E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Vinicius Marin Ramos da Silva,Lote V014,"À vista (1,0% de desconto)",,7/29/2021,7/29/2021,RECEBIDO,87912.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Edmilson de Matos,-,40 Bezerros,1400.00,7/28/2021,7/28/2021,PAGO,1400.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Murilo Henrique Gomes Araújo,-,Conserto Pneu Trator 6180 e Deslocamento,320.00,7/28/2021,7/28/2021,PAGO,320.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,40266.50,7/28/2021,7/28/2021,PAGO,40266.50
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Medeiros Log Transportes,-,40 Bezerros,2000.00,7/28/2021,7/28/2021,PAGO,2000.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lotes 02 e 03 (Vista Formosa),183 Cabeças,724.68,7/28/2021,7/28/2021,PAGO,724.68
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lotes V013 e V015 (Formosa),259 Cabeças,1025.64,7/28/2021,7/28/2021,PAGO,1025.64
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,"Lotes 03, 04, 05 e 06 (Serra)",37 Cabeças,146.52,7/28/2021,7/28/2021,PAGO,146.52
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Semex Brasil,NF 135899,Parcela 10/10,10540.00,7/28/2021,7/28/2021,PAGO,10540.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,40 Cabeças,158.40,7/28/2021,7/28/2021,PAGO,158.40
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 295688,Parcela 10/10,11497.00,7/28/2021,7/28/2021,PAGO,11497.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Agro Amazônia,NF 60869,Parcela 3/3,2266.67,7/28/2021,7/28/2021,PAGO,2266.67
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 459348,Única,1065.00,7/28/2021,7/28/2021,PAGO,1065.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48452,Parcela 2/4,4160.00,7/28/2021,7/28/2021,PAGO,4160.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 43 - Leilão Martelo,Parcela 3/6,2480.00,7/28/2021,7/28/2021,PAGO,2480.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 52 - Leilão Martelo,Parcela 3/6,1100.00,7/28/2021,7/28/2021,PAGO,1100.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 34 - Leilão Martelo,Parcela 3/6,2880.00,7/28/2021,7/28/2021,PAGO,2880.00
SAÍDA,2600 Pastagem,2605 Insumos,Adubos Araguaia,-,Única,3508.00,7/28/2021,7/28/2021,PAGO,3508.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Nogueira Leilões,Lote 004 (01/06/21),Parcela 2/2,192000.00,7/27/2021,7/27/2021,PAGO,192000.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,Lote 004 (01/06/21),-,13720.00,7/27/2021,7/27/2021,PAGO,13720.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Eniel José da Silva,-,Diferença Caminhão Colheita Dom Aquino,400.00,7/27/2021,7/27/2021,PAGO,400.00
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Carlito Setubal de Araujo,-,Fretes,550.00,7/27/2021,7/27/2021,PAGO,550.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Rech Agrícola,-,Graxa (Formosa e Serra Formosa),960.00,7/27/2021,7/27/2021,PAGO,960.00
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 19868,Parcela 1/4,45272.85,7/27/2021,7/27/2021,PAGO,45272.85
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterros Serra Formosa,15000.00,7/27/2021,7/27/2021,PAGO,15000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Emerson Roberto Pereira Gama,-,-,650.00,7/27/2021,7/27/2021,PAGO,650.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Nicolau D B Nascimento,-,Curral Vista Formosa,5000.00,7/27/2021,7/27/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Antônio Santana da Costa,-,Curral Serra Formosa,5000.00,7/27/2021,7/27/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Samuel Ozorio Alves de Araujo,-,Cercas Formosa,10000.00,7/27/2021,7/27/2021,PAGO,10000.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lote L002,54 Cabeças,213.84,7/27/2021,7/27/2021,PAGO,213.84
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lote V017,38 Cabeças,150.48,7/27/2021,7/27/2021,PAGO,150.48
SAÍDA,2100 Comerciais,2110 Comissões,Programa Leilões,Lotes Y23 e Y25,-,25080.00,7/27/2021,7/27/2021,PAGO,25080.00
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 19736,Parcela 1/4,13377.46,7/27/2021,7/27/2021,PAGO,13377.46
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 203584,Parcela 3/4,7104.67,7/27/2021,7/27/2021,PAGO,7104.67
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16129 NF 2021731,Parcela 3/4,2000.00,7/27/2021,8/4/2021,PAGO,2031.44
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF 2021732,Parcela 3/4,2000.00,7/27/2021,7/27/2021,PAGO,2000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF's 203585,Parcela 3/4,5109.08,7/27/2021,7/27/2021,PAGO,5109.08
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Pâmela Ortolan dos Santos,Lote I009,Parcela 1/4,,7/27/2021,7/27/2021,RECEBIDO,56400.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Semex Brasil,NF 153963,Parcela 5/9,1462.22,7/26/2021,7/26/2021,PAGO,1462.22
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31136,Parcela 3/4,2843.25,7/26/2021,7/26/2021,PAGO,2843.25
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote E006 (27/05/21),Parcela 3/3,42400.00,7/26/2021,7/26/2021,PAGO,42400.00
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 19737,Parcela 1/4,13511.01,7/26/2021,7/26/2021,PAGO,13511.01
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,Lote J005,-,9282.00,7/26/2021,7/26/2021,PAGO,9282.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Breda Telecomunicações,NF 160,Parcela 1/4,3605.00,7/26/2021,7/26/2021,PAGO,3605.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,-,Notas de Serviços,15475.70,7/26/2021,7/26/2021,PAGO,15475.70
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 983932,Única,777.00,7/25/2021,7/26/2021,PAGO,777.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 98962 e 959,Parcela 1/3,566.66,7/25/2021,7/26/2021,PAGO,566.66
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31142,Parcela 2/3,513.53,7/25/2021,7/26/2021,PAGO,513.53
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,01 Trator 5090 e concha,Parcela 10/11,24269.48,7/25/2021,7/26/2021,PAGO,25012.82
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Para Borracha LTDA,NF 8137,Parcela 2/3,19600.00,7/25/2021,7/26/2021,PAGO,19600.00
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37367,Abastecimento Max (03/06),267.65,7/25/2021,7/26/2021,PAGO,267.65
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37366,Abastecimento Rafael (03/06),181.34,7/25/2021,7/26/2021,PAGO,181.34
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37375,Abastecimento Rafael (04/06),119.75,7/25/2021,7/26/2021,PAGO,119.75
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37488,Abastecimento Rafael (12/06),176.53,7/25/2021,7/26/2021,PAGO,176.53
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37517,Abastecimento Max (15/06),235.20,7/25/2021,7/26/2021,PAGO,235.20
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37514,20 L Gasolina (15/06),128.39,7/25/2021,7/26/2021,PAGO,128.39
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37529,Abastecimento Rafael (15/06),443.97,7/25/2021,7/26/2021,PAGO,443.97
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37531,Abastecimento Rafael (16/06),199.07,7/25/2021,7/26/2021,PAGO,199.07
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37591,Abastecimento Rafael (21/06),93.52,7/25/2021,7/26/2021,PAGO,93.52
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37602,Abastecimento Mario (21/06),320.48,7/25/2021,7/26/2021,PAGO,320.48
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37606,Abastecimento Rafael (22/06),297.34,7/25/2021,7/26/2021,PAGO,297.34
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37694,200 L Diesel Serra Formosa (29/06),1030.85,7/25/2021,7/26/2021,PAGO,1030.85
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Posto One Petro,NF 37514,200 L Diesel - Funcionário João (17/07/21),1030.80,7/25/2021,7/26/2021,PAGO,1030.80
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37695,Abastecimento Mario (29/06),362.95,7/25/2021,7/26/2021,PAGO,362.95
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Posto One Petro,NF 37514,20 L Gasolina Compactador (29/06/21),119.54,7/25/2021,7/26/2021,PAGO,119.54
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Apolo Ventura Lemos,Lotes V016 e I001,"À vista (1,0% de desconto) + Dif 1 CB não embarcada",,7/25/2021,7/30/2021,RECEBIDO,194015.25
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Apolo Ventura Lemos,Lotes V016 e I001,"À vista (1,0% de desconto) + Dif 1 CB não embarcada",,7/25/2021,8/4/2021,RECEBIDO,191030.40
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Aster Máquinas e Soluções,-,Revisão Trator Serra Formosa,1308.00,7/23/2021,7/23/2021,PAGO,1308.00
SAÍDA,2000 Administrativas,2040 Supermercado,Casa de Carnes El'Dourado,-,Carnes estada Rodolfo e cantina,1462.67,7/23/2021,7/23/2021,PAGO,1462.67
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lote 93,93 Cabeças,368.28,7/23/2021,7/23/2021,PAGO,368.28
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31095,Parcela 2/3,1020.00,7/23/2021,7/23/2021,PAGO,1020.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Maria do Carmo Soares Essias,-,Parcela 1/3,22500.00,7/21/2021,7/21/2021,PAGO,22500.00
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Rafael Alberto Leal de Souza,-,Adiantamento Viagem,974.81,7/21/2021,7/21/2021,PAGO,974.81
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lotes 37 e 38,84 Cabeças,332.64,7/21/2021,7/21/2021,PAGO,332.64
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Alvorada,NF 2513,Parcela 4/5,6720.00,7/21/2021,7/21/2021,PAGO,6720.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31680,Parcela 1/3,1172.65,7/21/2021,7/21/2021,PAGO,1172.65
SAÍDA,2000 Administrativas,2015 Luz,Energisa,-,"a, b, c, d, f, g, h, i",2013.95,7/21/2021,7/21/2021,PAGO,2013.95
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,-,Mega leilão (15/05/21),10336.00,7/21/2021,7/21/2021,PAGO,10336.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Rosin Transportes,NF 00251,Única,5080.00,7/21/2021,7/22/2021,PAGO,5080.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y20,Parcela 2/3,128710.00,7/20/2021,7/20/2021,PAGO,128710.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lote J005,Única (2 Bancos),80000.00,7/20/2021,7/20/2021,PAGO,232050.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterros Serra Formosa,10000.00,7/20/2021,7/20/2021,PAGO,10000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,GD Comércio Varejista de Peças,NF 45120,Única,1242.00,7/20/2021,7/20/2021,PAGO,1242.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,GD Comércio Varejista de Peças,NF 45119,Única,618.00,7/20/2021,7/20/2021,PAGO,618.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 98052,Parcela 2/3,800.00,7/20/2021,7/20/2021,PAGO,800.00
SAÍDA,2700 Aquisição de Animais,2725 Compra de animais reprodutores,GAP Touros,6 Touros Brangus,Parcela 14/18,3180.00,7/20/2021,7/20/2021,PAGO,3180.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 16940,200 L Diesel - Funcionário João (17/07/21),9250.00,7/20/2021,7/20/2021,PAGO,9250.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Casa do Criador,NF 729841,Parcela 1/5,3514.00,7/20/2021,7/20/2021,PAGO,3514.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Casa do Criador,NF 130027,Parcela 1/5,1386.00,7/20/2021,7/20/2021,PAGO,1386.00
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Serra Formosa,1554.79,7/20/2021,7/20/2021,PAGO,1554.79
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Formosa,638.39,7/20/2021,7/20/2021,PAGO,638.39
SAÍDA,3100 Pessoal e Encargos Sociais,3165 INSS,GPS,-,Vista Formosa,487.89,7/20/2021,7/20/2021,PAGO,487.89
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,Vista Formosa,24.00,7/20/2021,7/20/2021,PAGO,24.00
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,Serra Formosa,164.75,7/20/2021,7/20/2021,PAGO,164.75
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lote J005,Única (2 Bancos),150000.00,7/20/2021,7/21/2021,PAGO,150000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,-,37300.00,7/19/2021,7/19/2021,PAGO,37300.00
SAÍDA,2000 Administrativas,2040 Supermercado,Fênix Supermercado,NF 68304,Carnes (11/06/21),2501.89,7/19/2021,7/19/2021,PAGO,2501.89
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1532 Cota 319-1,Parcela 13/80,3183.80,7/19/2021,7/19/2021,PAGO,3183.80
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 147-1,Parcela 3/72,3528.09,7/19/2021,7/19/2021,PAGO,3528.09
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1222 Cota 833-5,Parcela 82/100,1547.35,7/19/2021,7/19/2021,PAGO,1547.35
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 146-1,Parcela 3/72,3528.09,7/19/2021,7/19/2021,PAGO,3528.09
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 1612 Cota 145-1,Parcela 3/72,3528.09,7/19/2021,7/20/2021,PAGO,3528.09
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Alvorada,"NF's 2870, 71 e 72",Parcela 3/6,3500.00,7/19/2021,7/19/2021,PAGO,3574.67
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31026,Parcela 3/3,600.00,7/18/2021,7/19/2021,PAGO,600.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48211,Parcela 1/3,4670.00,7/18/2021,7/19/2021,PAGO,4670.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 167772,200 L Diesel - Serra Formosa (13/07/21),9170.00,7/16/2021,7/15/2021,PAGO,9170.00
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Agroferragens Luizão,NF 982053,Parcela 1/3,356.47,7/16/2021,7/15/2021,PAGO,356.47
SAÍDA,2100 Comerciais,2110 Comissões,Programa Leilões,Lotes Y23 e Y25,-,15445.20,7/16/2021,7/15/2021,PAGO,15445.20
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 47373 e 75,Parcela 2/3,2374.50,7/16/2021,7/15/2021,PAGO,2374.50
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 47326, 327, 328 e 330",Parcela 2/3,4512.00,7/16/2021,7/15/2021,PAGO,4512.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 30537,Parcela 3/4,9712.71,7/16/2021,7/15/2021,PAGO,9712.71
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Nogueira Leilões,Lote 004 (01/06/21),Parcela 1/2,200000.00,7/16/2021,7/16/2021,PAGO,200000.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,-,Leilão Etapa Nelore 2021,133000.00,7/16/2021,7/16/2021,PAGO,133000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Toledo do Brasil Balanças,-,Entrada (30%),51000.00,7/16/2021,7/16/2021,PAGO,51000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterros Serra Formosa,10000.00,7/15/2021,7/15/2021,PAGO,10000.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,Nelson Rodrigues,Lotes 33 e 34,111 Animais,439.56,7/15/2021,7/15/2021,PAGO,439.56
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,-,Diferença,5332.07,7/15/2021,7/15/2021,PAGO,5332.07
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 208633,Única,475.78,7/15/2021,7/15/2021,PAGO,475.78
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Construtora Celeiro,NF 1528,Única,4290.40,7/15/2021,7/15/2021,PAGO,4290.40
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Construtora Celeiro,NF 1535,Única,19273.60,7/15/2021,7/15/2021,PAGO,19273.60
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Vista Formosa,239.45,7/15/2021,7/15/2021,PAGO,239.45
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Antonio Domingos,Lote 06,Parcela 3/4,,7/15/2021,7/8/2021,RECEBIDO,62550.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3010 Consórcios,John Deere,Grupo 2067 Cota 270,Parcela 19/80,1722.23,7/15/2021,,EM ABERTO,
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,André Batista Lopes,-,400 Metros Cocho - Serra Formosa,9000.00,7/14/2021,7/14/2021,PAGO,9000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Bugnotto e Silva Ltda ME,-,-,3390.00,7/14/2021,7/14/2021,PAGO,3390.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lotes Y23 e Y25,Parcela 1/5,125400.00,7/14/2021,7/14/2021,PAGO,125400.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote 49,Parcela 3/4,64600.00,7/14/2021,7/14/2021,PAGO,64600.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,Lote 32,41 Cabeças,162.36,7/14/2021,7/14/2021,PAGO,162.36
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 3 Casa - Vista Formosa,6000.00,7/14/2021,7/14/2021,PAGO,6000.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,Joselia Apaecida de Araújo Hinrichsen,-,Cozinheira Serra Formosa,585.00,7/13/2021,7/13/2021,PAGO,585.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote P03 (13/06/21),Parcela 2/3,56700.00,7/13/2021,7/13/2021,PAGO,56700.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 866515,Parcela 3/3,983.33,7/13/2021,7/13/2021,PAGO,983.33
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 48452,Parcela 1/4,618.00,7/13/2021,7/13/2021,PAGO,618.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,Murilo Domingos,Lotes 35 e 36,144 Cabeças,570.24,7/13/2021,7/13/2021,PAGO,570.24
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Eduardo Miguel Campos da Costa,-,2 Fretes 35 Bezerros - Serra Formosa,1480.00,7/13/2021,7/13/2021,PAGO,1480.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Denarcy Luiz Ruffatto Bronholly,-,50 Vacas Paridas,6400.00,7/13/2021,7/13/2021,PAGO,6400.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Realiza Transportes Eireli,-,Diversos,13970.00,7/13/2021,7/13/2021,PAGO,13970.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,E A Mauricio & Cia Ltda,-,50 Novilhas - Vista Formosa,2630.00,7/13/2021,7/13/2021,PAGO,2630.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Aterros Serra Formosa,10000.00,7/12/2021,7/12/2021,PAGO,10000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Valdeci Gibin,-,Cochos Semi Confinamento Serra Formosa,10000.00,7/12/2021,7/12/2021,PAGO,10000.00
SAÍDA,3200 Serviços Prestados,3230 Assistência Administrativa,Rafael Alberto Leal de Souza,-,24/05 até 23/06,5000.00,7/12/2021,7/12/2021,PAGO,5000.00
SAÍDA,2100 Comerciais,2110 Comissões,Rafael Alberto Leal de Souza,Comissão P-02,Parcela 2/3,2000.00,7/12/2021,7/12/2021,PAGO,2000.00
SAÍDA,2100 Comerciais,2110 Comissões,Rafael Alberto Leal de Souza,Comissão C-04,Parcela 2/3,4750.00,7/12/2021,7/12/2021,PAGO,4750.00
SAÍDA,2100 Comerciais,2110 Comissões,José Marcelo Sanches,-,Área comprada Sicredi,15000.00,7/12/2021,7/12/2021,PAGO,15000.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,José Marcelo Sanches,-,Contas água/energia e aplicação de veneno,4054.00,7/12/2021,7/12/2021,PAGO,4054.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 0049,Parcela 11/23,230.00,7/12/2021,7/12/2021,PAGO,230.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,Jumento Leilão 11/04/21,Parcela 4/25,660.00,7/12/2021,7/12/2021,PAGO,660.00
SAÍDA,2400 Suplementação,2410 Concentrados,Mana Cereais,-,Casquinha de Soja Serra Formosa,41195.00,7/12/2021,7/12/2021,PAGO,42195.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Claudemir Favaro,Lote 30,Parcela 1/3,,7/12/2021,7/12/2021,RECEBIDO,47145.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Itacir Viana,Lote 32,Parcela 1/3,,7/12/2021,7/12/2021,RECEBIDO,36695.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Brasil Ramos Caiado,Lote 37,Parcela 1/3,,7/12/2021,7/12/2021,RECEBIDO,64656.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Victor Hugo Basseto,Lote 38,Parcela 1/3,,7/12/2021,7/12/2021,RECEBIDO,48492.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 07 (01/06/21),Única,406000.00,7/11/2021,7/12/2021,PAGO,406000.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões,Lote 07 (01/06/21),-,14210.00,7/11/2021,7/12/2021,PAGO,14210.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 98560,Única,399.00,7/11/2021,7/12/2021,PAGO,399.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 98594,Parcela 1/2,950.00,7/11/2021,7/12/2021,PAGO,950.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31472,Única,176.35,7/11/2021,7/12/2021,PAGO,176.35
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 30799,Parcela 2/3,204.33,7/11/2021,7/12/2021,PAGO,204.33
