REGIÃO,ESTADO,DESTINATÁRIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTAÇÃO,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ROCURÔNIO,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUDESTE,ESPÍRITO SANTO,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,MARANHÃO,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,PERNAMBUCO,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORTE,TOCANTINS,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
NORTE,AMAPÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,ALAGOAS,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,RIO DE JANEIRO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,RIO GRANDE DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA  - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,CISATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,ACCORD FARMACEUTICA LTDA,CISATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,ACCORD FARMACEUTICA LTDA,CISATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA,ROCURÔNIO,,,,,
SUDESTE,MINAS GERAIS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,HOSPIRA PRODUTOS HOSPITALARES,CETAMINA,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
NORTE,ACRE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE RENAUDIN,NOREPINEFRINA,,,,,
NORDESTE,CEARÁ,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,LABORATOIRE AGUETTANT,MORFINA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,AMSTELFARMA BV,DIAZEPAM 5 MG/ML,AMPOLA 2 mL,3.27,347919,Entrega realizada,14/04/2021
CENTRO-OESTE,MATO GROSSO,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,HOSPIRA PRODUTOS HOSPITALARES,CETAMINA,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
NORTE,RONDÔNIA,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
SUL,SANTA CATARINA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,HOSPIRA PRODUTOS HOSPITALARES,CETAMINA,,,,,
SUL,SANTA CATARINA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FRESENIUS KABI,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO Nº 305/2020 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
