Inadimplencia,Valor,Motivo,Trabalho,Negados,Idade,Genero
0,15900,1,1,0,30,1
0,15900,1,3,,11,0
0,15900,2,2,0,138,0
0,15900,1,1,2,17,0
0,15900,2,2,0,20,0
0,15900,2,1,0,31,1
0,15900,1,0,0,12,1
0,15900,2,2,0,28,0
0,16000,1,2,0,19,1
0,16000,2,1,,34,0
0,16000,1,2,0,24,1
0,16000,1,2,0,25,0
0,16000,1,1,0,72,1
0,16000,1,2,0,31,0
0,16000,2,2,0,1,1
0,16000,1,3,0,22,1
0,16000,1,3,0,20,1
1,16000,2,2,0,51,1
0,16000,1,1,0,110.6,0
0,16000,1,2,0,102.5,0
0,16000,1,2,0,17,0
0,16000,2,2,0,102.5,0
0,16000,1,3,0,123.8,0
0,16000,1,2,0,27,1
0,16000,1,2,,26,0
0,16000,2,1,0,85,0
0,16000,2,2,0,36,1
1,16000,1,2,1,238.4,0
1,16000,,1,0,31,1
1,16000,1,2,3,17,1
1,16000,1,3,0,189.7,1
1,16000,2,1,3,14,1
0,16000,1,3,0,29,0
0,16000,1,2,,8,0
0,16000,1,2,0,29,1
0,16000,1,2,1,33,0
0,16000,2,1,0,81,0
0,16000,1,2,1,12,1
0,16000,1,1,0,2,1
0,16000,1,2,,34,0
0,16000,1,2,0,16,1
0,16000,1,3,0,15,0
0,16000,1,2,0,23,1
0,16000,1,2,0,13,0
0,16000,2,2,0,11,1
0,16000,1,1,1,99,1
0,16000,1,2,0,20,1
1,16100,2,2,2,21,1
0,16100,1,1,0,76,0
0,16100,1,1,0,10,0
1,16100,1,2,1,64,0
0,16100,1,2,0,29,0
0,16100,1,2,0,21,0
0,16100,2,2,0,169,1
0,16100,2,2,0,12,0
0,16100,2,2,0,11,0
0,16100,1,1,0,10,1
0,16100,1,3,0,26,0
1,16100,1,1,0,91.3,1
1,16100,2,2,0,94,1
0,16100,1,2,0,11,1
0,16100,1,2,1,2,1
0,16100,1,2,0,28,1
0,16100,1,3,0,18,0
0,16100,1,2,0,11,0
0,16100,1,1,,85,0
0,16100,1,2,0,33,0
0,16100,1,1,0,90,0
0,16100,2,3,0,54,0
0,16100,1,2,2,34,1
0,16100,2,0,0,16,1
0,16200,1,1,0,14,1
0,16200,1,2,0,20,1
0,16200,1,1,,11,0
0,16200,1,3,0,17,0
0,16200,2,2,0,1,0
0,16200,1,2,0,22,0
0,16200,1,2,0,2,0
0,16200,1,1,2,12,0
0,16200,1,3,0,19,0
0,16200,2,2,0,87,0
0,16200,1,3,0,16,0
1,16200,2,1,5,12,1
0,16200,,2,,10,0
0,16200,1,2,0,29,1
1,16200,1,3,0,,0
0,16200,1,2,,25,0
0,16200,1,2,0,11,0
1,16200,1,2,0,20,0
1,16200,1,2,3,14,1
0,16200,1,2,0,28,0
0,16200,1,2,0,12,1
0,16200,1,2,0,14,1
0,16200,1,2,0,30,1
1,16200,1,1,0,17,0
1,16200,1,3,0,25,0
1,16300,1,1,5,124.9,0
0,16300,1,3,0,3,0
0,16300,1,3,1,25,0
1,16300,2,2,0,25,1
0,16300,1,2,0,33,0
0,16300,2,1,0,19,0
0,16300,2,2,0,27,1
0,16300,1,2,,2,0
0,16300,1,2,0,75,1
0,16300,1,1,0,24,0
1,16300,1,1,0,19,0
0,16300,,1,0,,0
0,16300,1,3,0,28,0
1,16300,1,2,0,81,0
0,16300,1,2,0,24,0
0,16300,,3,0,25,0
0,16300,2,2,0,31,1
0,16300,1,2,0,80,0
0,16300,2,2,0,1,0
0,16400,2,1,0,26,0
0,16400,1,2,0,20,0
0,16400,2,2,,,1
0,16400,1,2,0,20,1
0,16400,1,2,0,1,0
0,16400,1,2,0,18,1
0,16400,1,2,,,0
1,16400,2,3,3,20,1
0,16400,1,1,0,2,0
0,16400,1,2,0,19,0
0,16400,,2,0,29,0
0,16400,1,2,2,35,0
0,16400,1,2,0,1,0
1,16400,1,3,1,127.3,0
0,16400,2,3,0,15,0
0,16400,1,2,0,2,0
0,16400,1,2,,33,0
0,16400,1,2,0,13,1
0,16400,1,2,0,23,0
0,16400,1,2,0,21,0
0,16400,1,1,0,12,0
0,16400,1,2,1,34,0
0,16400,1,2,0,12,1
0,16400,1,2,1,17,1
0,16400,1,3,,,0
0,16400,1,2,0,95,1
0,16400,1,2,0,17,0
0,16500,2,3,0,10,1
0,16500,,2,2,1,1
0,16500,1,3,0,28,1
1,16500,2,1,0,10,1
0,16500,1,2,0,99,0
0,16500,2,2,0,32,0
1,16500,1,2,1,21,0
0,16500,1,1,,12,0
0,16500,1,2,,25,0
0,16500,1,3,0,77,1
1,16500,1,2,,83,0
0,16500,2,2,1,24,0
0,16500,1,2,0,20,1
1,16500,1,1,0,60,0
1,16500,1,2,1,1,1
0,16500,2,2,0,33,0
0,16500,1,2,0,82,0
0,16500,1,2,0,30,0
0,16500,1,1,0,26,0
0,16500,2,2,0,242.5,0
1,16500,2,1,3,10,0
1,16500,1,0,0,12,0
1,16500,1,3,0,217.1,1
0,16500,1,3,0,13,0
0,16500,1,2,0,28,0
0,16500,1,2,0,21,0
1,16500,1,2,0,17,0
0,16500,1,2,0,24,1
0,16500,1,2,0,18,1
0,16500,1,2,0,76,0
0,16500,1,2,0,13,1
0,16500,2,2,,13,0
0,16500,1,2,0,20,1
0,16500,2,2,0,29,0
0,16500,1,2,,1,0
0,16500,1,3,0,12,0
0,16500,2,2,0,11,0
0,16600,1,2,0,26,0
0,16600,1,1,,,0
0,16600,1,2,2,25,0
0,16600,2,1,0,28,0
0,16600,2,2,0,,0
0,16600,,2,,2,1
0,16600,1,2,0,27,0
0,16600,1,3,,10,0
0,16600,,2,0,11,0
0,16600,,2,0,9,0
1,16600,1,2,3,20,1
0,16600,1,2,0,96,1
0,16600,2,2,0,98,0
0,16600,1,2,0,11,1
0,16600,1,2,0,18,0
0,16600,1,2,1,20,1
0,16600,1,3,,351,0
0,16600,1,2,0,14,1
0,16600,1,2,0,24,0
0,16700,1,3,0,18,1
0,16700,1,2,0,26,1
0,16700,1,2,1,16,1
0,16700,2,3,,80,1
0,16700,1,2,0,97,0
0,16700,2,2,0,29,0
0,16700,1,3,0,10,0
0,16700,1,1,0,96,0
0,16700,1,2,3,13,0
0,16700,1,2,2,2,1
0,16700,1,2,1,26,0
0,16700,1,3,0,30,0
1,16700,2,0,0,17,1
0,16700,1,2,,10,0
0,16700,2,2,0,73,1
0,16700,1,3,1,19,1
0,16700,1,1,0,30,1
0,16700,2,2,0,10,1
0,16700,1,2,0,26,0
0,16700,1,2,0,27,0
0,16800,1,3,0,29,1
0,16800,2,2,0,18,0
1,16800,2,2,1,77,0
1,16800,1,2,0,12,1
0,16800,1,3,2,17,1
1,16800,1,2,0,19,0
0,16800,1,1,0,27,1
0,16800,1,2,0,10,0
0,16800,2,2,0,18,1
1,16800,1,1,0,19,0
1,16800,1,3,2,12,1
0,16800,1,2,0,28,1
0,16800,1,2,1,3,1
1,16800,2,1,0,11,1
1,16800,,2,0,71,0
0,16800,2,2,0,14,0
0,16800,1,1,0,2,0
0,16800,1,2,0,24,0
0,16800,1,3,0,12,0
0,16800,1,2,0,32,1
0,16800,1,1,0,2,0
0,16800,2,2,0,24,0
0,16800,1,2,1,2,1
0,16800,1,1,0,17,0
0,16900,2,2,0,13,1
0,16900,1,1,0,75,1
0,16900,1,2,0,11,1
0,16900,1,2,0,15,1
0,16900,1,2,0,29,1
0,16900,1,2,0,23,1
1,16900,2,2,6,127.8,0
1,16900,1,2,0,25,0
0,16900,1,3,,10,0
0,16900,2,2,0,16,0
0,16900,1,2,0,23,0
0,16900,1,2,0,22,0
0,16900,2,1,0,20,1
0,16900,1,2,0,28,1
0,16900,2,1,0,12,1
0,16900,1,1,0,20,1
0,16900,1,3,,,0
0,16900,1,0,0,36,0
0,16900,1,1,0,27,0
0,17000,1,2,0,28,0
0,17000,,2,0,12,0
0,17000,1,2,0,79,0
1,17000,1,2,0,11,0
0,17000,1,2,0,26,0
1,17000,1,2,0,177.5,0
0,17000,2,1,0,13,1
0,17000,2,2,2,34,0
0,17000,2,2,,2,1
0,17000,1,2,0,22,0
0,17000,2,2,0,18,0
0,17000,1,2,0,22,0
0,17000,,1,0,30,0
0,17000,1,1,,,1
0,17000,2,2,0,30,0
0,17000,1,2,0,11,1
0,17000,1,2,0,21,1
0,17000,1,1,0,24,1
0,17000,2,1,0,32,0
0,17000,1,2,0,18,0
0,17000,1,2,0,,0
0,17000,2,1,0,11,0
0,17000,1,2,0,71,0
0,17000,2,2,0,11,1
1,17000,,3,,,0
1,17000,1,1,0,77.7,0
0,17000,1,1,0,20,1
0,17000,2,2,0,14,0
0,17000,,2,0,257.7,1
0,17000,1,2,,13,0
0,17000,1,3,0,22,0
0,17000,1,2,0,,0
0,17000,1,2,0,74,0
1,17000,1,2,0,95.2,0
1,17000,1,3,0,18,0
1,17000,1,2,0,62.9,0
1,17000,1,1,5,256.7,1
1,17000,1,2,0,13,0
1,17000,1,2,5,320.6,0
1,17000,1,1,3,99,0
1,17000,1,2,0,35,0
1,17000,1,3,0,46,1
0,17000,1,2,0,20,1
0,17000,1,2,0,12,0
0,17000,1,1,,12,1
0,17000,1,2,2,1,0
1,17000,1,2,0,67,1
0,17000,1,1,,12,0
0,17000,1,2,0,25,0
0,17000,2,3,0,2,0
0,17000,1,2,0,3,0
0,17100,1,2,0,11,0
0,17100,1,2,1,2,0
0,17100,1,3,0,22,0
0,17100,1,3,0,32,0
0,17100,1,2,0,14,0
0,17100,1,3,0,3,1
0,17100,1,2,,95,0
0,17100,1,2,0,15,0
0,17100,1,1,2,15,0
0,17100,1,2,0,80,0
0,17100,1,2,0,70,1
0,17100,1,0,0,16,1
0,17100,2,2,1,10,0
0,17100,1,1,,24,1
1,17100,1,2,0,20,0
0,17100,1,2,0,24,1
0,17100,1,2,0,10,1
0,17100,1,1,0,24,1
0,17100,1,1,,27,1
0,17100,1,2,0,17,0
0,17100,,1,0,28,0
0,17200,2,0,0,2,0
0,17200,,2,0,22,0
0,17200,1,2,0,,0
0,17200,1,1,,24,1
0,17200,1,1,1,28,0
0,17200,2,2,0,33,0
0,17200,,1,0,1,1
0,17200,1,1,0,11,0
0,17200,2,2,1,12,1
0,17200,1,1,0,77,0
0,17200,1,3,0,14,0
0,17200,1,2,0,16,0
1,17200,1,3,0,,0
0,17200,2,2,0,99,0
1,17200,1,2,1,11,0
1,17200,1,1,0,17,0
0,17200,1,2,0,24,1
0,17200,1,2,0,10,0
0,17200,1,2,0,11,0
0,17200,1,2,0,11,0
0,17200,1,3,0,18,0
0,17200,1,2,3,57,1
0,17200,2,3,0,13,1
0,17200,2,1,0,29,0
0,17200,1,2,0,28,1
0,17200,2,3,0,13,0
0,17200,1,1,0,2,1
0,17200,1,2,0,27,0
0,17200,1,2,0,24,0
0,17300,2,1,0,10,0
0,17300,,2,0,14,0
0,17300,1,1,1,12,0
0,17300,2,2,0,12,0
0,17300,1,3,0,2,0
1,17300,1,1,1,90.3,0
0,17300,1,1,0,90,0
0,17300,1,2,1,29,1
0,17300,1,0,0,21,0
0,17300,1,1,0,12,0
0,17300,2,2,0,20,0
0,17300,1,2,0,12,0
0,17300,,2,0,85,1
1,17300,1,3,6,14,1
0,17300,1,2,0,11,0
0,17300,1,2,3,11,1
0,17300,1,1,2,2,0
0,17300,1,2,0,26,1
0,17300,2,3,0,19,0
0,17300,1,2,0,11,1
0,17300,1,2,0,13,0
0,17400,1,2,,34,1
0,17400,1,3,0,14,1
0,17400,2,2,0,11,1
0,17400,1,2,0,12,1
0,17400,1,0,,10,0
0,17400,1,2,0,95,0
0,17400,2,2,0,21,0
0,17400,2,2,0,11,0
0,17400,1,2,0,73,0
0,17400,1,2,0,28,1
0,17400,,2,0,13,0
1,17400,1,2,0,23,0
0,17400,2,2,0,1,1
0,17400,1,3,0,20,0
1,17400,1,3,0,17,1
0,17400,1,2,0,17,1
0,17400,1,2,0,27,1
0,17400,1,2,0,24,1
0,17400,1,3,0,1,0
0,17400,1,1,0,27,0
0,17400,1,2,0,19,1
0,17400,2,3,0,14,0
0,17400,1,2,2,15,0
0,17400,1,2,2,17,1
1,17400,1,1,2,21,1
0,17500,1,2,0,11,0
0,17500,2,2,0,20,1
0,17500,2,3,0,2,0
0,17500,1,2,0,13,1
0,17500,1,2,0,21,0
1,17500,1,3,1,59,1
0,17500,1,1,0,12,1
0,17500,1,3,0,16,1
0,17500,1,2,0,,1
0,17500,1,3,0,10,0
0,17500,2,2,,11,0
1,17500,1,3,0,16,0
1,17500,1,2,2,92.3,0
1,17500,1,2,1,177.5,0
0,17500,1,1,0,11,1
0,17500,1,2,0,26,0
0,17500,1,2,0,12,0
0,17500,1,2,0,11,1
1,17500,1,1,0,18,0
0,17500,1,2,0,14,1
0,17500,2,2,0,28,1
0,17500,2,2,,10,1
0,17500,1,2,0,14,1
0,17600,1,3,0,23,0
0,17600,1,2,0,18,0
0,17600,1,2,0,18,1
0,17600,1,3,2,46,0
0,17600,1,3,1,15,0
0,17600,1,1,0,14,1
0,17600,,2,0,14,1
0,17600,2,2,0,15,0
1,17600,2,1,1,8,0
0,17600,1,2,0,12,0
0,17600,1,3,,35,0
0,17600,1,2,0,8,0
0,17600,1,2,2,10,0
0,17600,2,2,0,31,1
0,17600,1,1,0,18,1
0,17600,1,3,0,14,1
0,17600,1,2,0,29,1
0,17600,1,2,0,2,0
0,17600,1,2,0,11,0
0,17600,1,2,0,10,0
0,17600,1,2,0,10,0
0,17600,2,0,0,11,0
0,17600,1,1,0,15,0
0,17600,1,3,0,75,0
0,17700,1,3,1,27,0
0,17700,,2,0,1,0
0,17700,1,2,0,11,1
0,17700,1,2,0,16,0
0,17700,2,1,0,28,1
0,17700,,2,2,57,0
0,17700,1,0,1,17,0
0,17700,1,0,0,26,0
0,17700,1,3,0,9,0
0,17700,2,2,0,96,1
0,17700,2,2,0,8,0
0,17700,1,1,,11,1
0,17700,1,3,0,1,1
1,17700,1,1,0,28,1
0,17700,2,2,0,24,0
0,17700,1,2,0,85,0
0,17700,1,3,0,70,0
0,17700,1,2,0,8,0
0,17700,1,3,0,1,0
0,17800,1,2,0,30,1
0,17800,1,2,0,2,0
0,17800,1,3,0,11,0
0,17800,2,2,0,1,1
0,17800,1,3,0,17,0
0,17800,1,2,0,13,1
0,17800,1,2,0,18,0
0,17800,2,2,0,20,0
0,17800,,2,0,12,0
0,17800,1,2,2,10,0
0,17800,1,2,,25,0
0,17800,1,3,0,27,0
0,17800,2,2,0,24,0
0,17800,1,2,0,86,1
0,17800,,2,0,78,0
0,17800,1,1,0,26,0
0,17800,1,2,0,12,0
0,17800,2,2,0,26,0
0,17800,2,1,0,85,1
0,17800,2,2,0,23,1
0,17800,2,2,0,2,0
1,17900,1,1,2,13,1
0,17900,2,3,0,25,0
0,17900,1,2,0,11,1
0,17900,1,2,0,16,0
0,17900,1,2,,25,0
0,17900,1,2,3,17,0
0,17900,1,1,0,8,0
0,17900,1,2,0,791,0
0,17900,,1,,95,0
1,17900,2,2,1,90.3,0
0,17900,1,2,,12,0
0,17900,1,2,2,12,0
1,17900,2,2,0,11,1
0,17900,2,3,0,27,0
0,17900,1,2,1,28,0
0,17900,2,2,0,83,0
1,17900,2,1,1,74,0
0,18000,1,2,0,20,1
0,18000,1,2,0,12,1
0,18000,1,3,0,30,0
0,18000,2,2,,24,1
0,18000,1,2,0,15,0
0,18000,1,1,0,23,1
0,18000,1,2,,34,1
0,18000,1,3,0,84,1
0,18000,1,2,0,15,1
0,18000,2,1,0,29,0
0,18000,1,2,0,180.6,0
0,18000,2,2,0,10,0
0,18000,1,2,0,21,0
0,18000,1,2,,31,0
0,18000,1,2,0,25,1
0,18000,1,2,0,17,0
0,18000,1,1,0,202.9,0
0,18000,1,2,1,30,1
0,18000,1,3,0,27,0
0,18000,1,2,0,190.8,1
0,18000,2,3,0,10,0
1,18000,2,2,0,12,0
1,18000,1,3,0,10,0
1,18000,1,2,0,16,0
1,18000,1,2,0,150.1,0
1,18000,2,2,0,11,0
1,18000,2,2,2,11,0
0,18000,1,1,1,2,1
0,18000,1,2,2,12,0
0,18000,1,2,0,12,0
1,18000,1,2,0,62,0
0,18000,1,2,0,,0
0,18000,2,2,0,17,1
0,18000,1,2,1,12,1
1,18000,1,2,0,12,0
0,18000,1,1,0,19,1
0,18000,1,2,0,18,0
0,18000,1,2,0,24,1
0,18000,1,1,0,18,0
0,18000,1,2,0,21,0
0,18100,1,1,0,1,0
0,18100,2,2,0,2,0
0,18100,,2,3,5,0
0,18100,1,2,0,17,0
1,18100,1,2,2,1,0
0,18100,1,2,0,24,0
0,18100,2,2,0,83,0
0,18100,1,3,0,29,1
0,18100,1,2,0,12,0
0,18100,1,3,0,23,0
0,18100,1,1,0,31,0
0,18100,1,2,0,35,0
0,18100,1,2,0,73,1
0,18100,1,2,0,2,1
0,18100,2,1,0,11,0
0,18100,1,1,0,17,1
0,18100,1,2,0,16,0
0,18100,2,2,0,31,1
0,18200,1,2,0,75,0
0,18200,1,1,1,96,1
0,18200,1,2,0,73,0
1,18200,2,2,0,10,1
0,18200,1,1,0,22,1
0,18200,2,2,0,12,1
0,18200,2,2,0,23,1
0,18200,1,3,0,16,0
1,18200,1,2,0,12,0
0,18200,1,2,0,67,0
1,18200,1,2,1,102.5,0
0,18200,1,2,0,2,0
0,18200,1,1,2,15,1
0,18200,1,2,0,16,0
0,18200,1,1,0,89,0
0,18200,1,2,0,23,1
0,18200,2,2,0,20,0
0,18200,1,3,0,69,1
0,18200,1,2,0,9,1
1,18200,1,2,3,18,1
0,18200,1,2,0,27,1
0,18200,1,2,0,18,0
0,18200,1,2,0,26,0
0,18200,1,1,0,19,1
0,18300,1,2,0,28,0
0,18300,1,3,0,11,0
0,18300,2,1,0,13,1
0,18300,1,1,0,,1
0,18300,1,2,0,19,0
0,18300,2,2,0,18,1
0,18300,1,2,0,324,0
0,18300,,2,0,12,1
0,18300,1,1,0,14,0
0,18300,1,2,0,11,1
0,18300,1,1,2,11,1
1,18300,1,2,1,17,1
0,18300,1,1,0,86,1
0,18300,1,3,0,10,0
0,18300,1,2,0,85,0
0,18300,1,2,0,77,0
0,18300,1,1,1,27,0
0,18300,2,1,,14,0
0,18300,1,2,0,15,1
0,18400,2,1,0,76,0
0,18400,2,2,0,15,0
0,18400,1,1,2,12,1
1,18400,1,1,0,37,0
0,18400,2,3,0,28,1
0,18400,1,1,0,2,1
0,18400,1,2,0,80,1
0,18400,2,1,0,29,1
1,18400,1,2,0,11,0
1,18400,2,2,0,15,0
0,18400,1,2,0,93,1
0,18400,1,2,,14,0
0,18400,1,1,0,16,0
0,18400,1,3,0,23,1
0,18400,1,2,0,24,0
0,18400,1,2,0,10,1
0,18400,1,3,0,17,0
0,18400,1,2,0,27,0
1,18400,2,2,0,19,0
0,18400,1,2,0,17,0
0,18500,1,2,0,12,0
0,18500,1,1,0,18,0
0,18500,1,2,0,17,0
0,18500,1,2,0,15,0
0,18500,2,2,0,27,1
0,18500,1,3,0,12,1
0,18500,,3,0,32,1
0,18500,1,2,0,24,0
0,18500,2,2,0,16,1
0,18500,1,1,0,28,1
0,18500,1,2,0,1,0
0,18500,1,2,0,78,0
0,18500,1,2,0,229.3,1
0,18500,1,2,1,237.1,0
0,18500,,2,0,71,0
0,18500,2,2,0,17,0
0,18500,1,2,0,28,0
0,18500,1,2,0,24,0
0,18500,1,2,,13,0
0,18600,1,1,1,10,0
1,18600,1,2,4,18,0
0,18600,2,2,0,14,1
0,18600,1,2,0,86,0
1,18600,1,2,0,46,0
0,18600,2,1,0,31,0
0,18600,1,2,0,10,0
0,18600,1,2,0,17,0
0,18600,2,2,0,23,0
0,18600,1,2,0,26,1
0,18600,1,2,3,24,0
0,18600,1,0,0,93,0
0,18600,2,1,0,21,0
0,18600,1,3,0,24,0
0,18600,1,2,0,12,0
0,18600,2,3,0,27,0
0,18600,,2,0,20,0
0,18600,2,2,0,13,0
1,18600,1,2,0,89,0
0,18600,1,2,0,229,1
0,18600,1,1,,68,1
0,18600,2,3,0,22,0
0,18600,1,1,0,2,1
0,18600,1,2,0,17,0
0,18600,1,3,0,10,1
0,18600,1,2,0,27,0
0,18600,1,2,0,73,0
1,18600,,1,0,19,0
0,18600,1,2,2,26,0
0,18700,1,2,0,23,0
0,18700,2,2,0,19,0
0,18700,1,2,2,97,0
1,18700,1,2,4,13,1
0,18700,2,2,0,21,1
0,18700,1,3,0,3,1
0,18700,1,1,0,12,0
0,18700,1,3,0,24,0
0,18700,1,2,,25,0
0,18700,1,2,0,,0
0,18700,2,2,0,1,1
0,18700,1,2,1,29,0
0,18700,,1,1,11,1
0,18700,,2,0,14,0
1,18700,1,3,2,11,0
0,18700,1,2,2,15,1
0,18700,1,1,0,16,1
1,18700,1,3,0,8,0
0,18700,1,2,0,98,0
0,18700,2,2,0,64,1
0,18700,1,1,0,3,0
0,18700,1,2,0,19,0
0,18700,1,2,0,24,0
0,18800,1,2,0,12,0
0,18800,1,2,0,87,0
0,18800,1,2,0,68,0
1,18800,2,1,0,13,1
0,18800,1,2,0,27,0
1,18800,2,2,1,16,1
0,18800,2,2,0,20,1
0,18800,2,2,0,30,0
0,18800,1,2,0,31,1
0,18800,1,2,1,11,1
1,18800,1,1,1,11,0
0,18800,2,2,,27,0
0,18800,1,1,0,2,0
0,18800,1,2,0,19,0
0,18800,1,2,0,14,0
0,18900,,2,0,20,1
0,18900,1,0,0,76,0
0,18900,2,2,0,12,0
0,18900,1,3,0,1,0
0,18900,2,1,0,89,1
0,18900,1,2,0,2,0
0,18900,1,2,0,14,0
0,18900,2,2,0,,0
1,18900,1,2,5,74,0
0,18900,1,2,2,13,0
1,18900,1,2,0,16,1
0,18900,1,2,0,16,0
0,18900,1,2,0,21,0
0,18900,1,1,0,25,0
0,18900,1,3,0,20,0
1,18900,2,2,,,0
0,18900,1,3,0,21,1
0,18900,1,1,0,18,0
0,18900,1,3,1,22,0
1,18900,1,2,1,16,1
0,18900,1,2,0,31,0
0,18900,1,3,0,25,1
0,18900,1,2,0,2,0
0,18900,1,2,0,30,0
0,18900,2,3,0,23,1
0,19000,1,2,0,24,1
0,19000,1,1,0,60,1
0,19000,1,1,0,60,0
0,19000,1,2,1,30,1
0,19000,1,1,0,27,1
0,19000,1,1,0,14,0
0,19000,1,2,0,25,0
0,19000,1,2,0,29,1
0,19000,1,2,0,93,0
0,19000,1,2,0,91,0
0,19000,1,1,,175.5,0
0,19000,2,1,0,95,0
0,19000,2,2,,,1
0,19000,1,2,1,37,1
0,19000,1,0,,10,0
1,19000,1,3,0,30,0
1,19000,,1,4,349,0
1,19000,1,3,1,21,1
1,19000,1,1,0,15,1
1,19000,1,2,0,40,0
0,19000,1,1,,25,0
1,19000,1,2,0,23,0
0,19000,1,2,0,21,1
1,19000,1,3,,81,0
1,19000,,1,0,15,1
1,19000,2,2,1,64.9,0
0,19000,1,1,0,21,0
0,19000,1,2,0,90,1
0,19100,2,2,0,10,0
0,19100,2,2,0,10,1
0,19100,1,1,0,21,1
0,19100,1,1,0,28,0
0,19100,1,2,0,20,0
0,19100,1,2,0,26,0
0,19100,1,2,0,20,0
0,19100,1,0,0,20,0
0,19100,2,2,1,11,1
0,19200,1,2,0,16,0
0,19200,1,2,0,19,1
1,19200,2,2,1,92,0
0,19200,1,2,0,16,0
0,19200,1,1,,26,0
0,19200,1,3,0,10,0
0,19200,1,2,0,12,0
0,19200,1,1,,12,1
0,19200,,1,,5,0
0,19200,2,2,0,19,0
0,19200,1,2,0,13,0
0,19200,1,1,0,80,0
0,19200,1,2,0,35,1
0,19200,1,3,0,1,1
1,19300,2,3,0,98,1
0,19300,1,2,0,25,0
0,19300,1,0,0,23,0
0,19300,1,2,0,78,1
0,19300,1,2,,11,1
0,19300,1,2,,11,0
0,19300,1,3,1,11,0
0,19300,1,2,0,17,1
1,19300,1,2,0,16,0
0,19300,1,2,0,16,0
0,19300,1,1,1,30,0
1,19300,1,1,,,0
0,19300,1,3,0,14,0
0,19300,2,1,0,14,0
0,19300,2,2,1,31,0
0,19300,2,2,,11,0
0,19300,2,2,0,16,0
0,19300,2,2,0,89,0
1,19300,2,2,0,11,1
0,19300,1,3,0,1,0
0,19400,1,2,0,12,0
0,19400,1,2,,,1
0,19400,1,2,,64,0
0,19400,1,2,0,26,0
0,19400,2,2,0,22,0
0,19400,,1,0,1,0
0,19400,1,2,0,20,0
0,19400,1,0,0,20,1
0,19400,1,2,0,21,1
1,19400,2,1,0,,1
1,19400,1,2,0,21,0
0,19400,1,2,0,65,0
0,19400,1,0,1,22,0
0,19500,2,2,,13,0
1,19500,2,1,0,58,0
0,19500,1,2,,,0
0,19500,1,3,0,1,0
0,19500,1,0,1,32,0
0,19500,1,2,0,16,0
0,19500,,1,0,33,0
0,19500,2,2,2,21,0
1,19500,2,2,1,86,0
1,19500,1,2,0,22,0
0,19500,1,2,0,76,1
0,19500,1,2,,17,0
0,19500,,2,0,11,0
0,19500,1,3,,69,0
0,19500,2,2,0,19,1
0,19500,1,2,0,24,0
0,19500,1,2,0,30,0
0,19600,1,2,0,195.8,0
1,19600,1,1,0,11,1
1,19600,1,3,2,92,0
0,19600,2,2,0,22,1
1,19600,1,2,0,18,0
0,19600,1,2,0,11,0
0,19600,1,2,,99,0
0,19600,1,2,0,92,0
0,19600,1,2,0,23,0
0,19600,1,2,1,38,0
0,19700,1,2,0,11,0
0,19700,1,2,0,25,0
1,19700,1,1,0,88,0
0,19700,1,2,0,13,0
0,19700,1,2,0,283.1,0
0,19700,1,1,0,3,0
0,19700,1,2,0,82,0
0,19700,1,2,0,60,0
0,19700,1,2,2,22,0
0,19700,1,1,0,94,0
1,19700,1,2,0,10,1
0,19700,1,2,0,34,0
0,19800,1,2,0,70,1
0,19800,1,2,0,85,0
0,19800,1,2,0,13,0
0,19800,1,2,,,1
0,19800,1,2,1,3,1
0,19800,1,1,0,22,0
0,19800,2,2,,62,0
0,19800,,2,0,73,0
0,19800,2,2,0,59,0
0,19900,1,1,0,10,1
0,19900,1,2,0,37,1
0,19900,1,2,0,21,1
0,19900,2,2,,17,1
0,19900,2,2,,,0
0,19900,1,2,0,2,0
0,19900,1,2,0,19,0
0,19900,1,2,0,13,0
1,19900,,2,5,21,0
0,19900,1,2,0,2,1
0,19900,2,1,0,20,1
0,19900,1,1,0,63,0
0,19900,1,2,0,24,1
0,19900,1,2,0,81,0
0,19900,1,2,0,16,1
0,20000,1,2,,63,0
0,20000,1,2,0,2,0
0,20000,2,2,0,24,0
0,20000,2,2,0,27,1
0,20000,1,2,,,0
1,20000,1,2,0,174.3,0
0,20000,1,1,0,20,0
0,20000,1,2,0,17,1
1,20000,2,3,1,11,0
1,20000,1,2,2,13,0
1,20000,1,3,,,0
1,20000,1,2,,,0
1,20000,1,3,0,67.9,1
1,20000,2,2,0,314.5,0
1,20000,1,2,0,270,1
0,20000,2,0,0,16,0
0,20000,2,2,0,366.3,0
0,20000,1,2,1,10,0
0,20000,1,2,0,181.7,0
0,20000,2,1,,127.6,0
0,20000,,2,0,29,0
0,20000,1,2,3,28,1
0,20000,2,1,0,123.9,0
0,20000,2,2,0,40,0
0,20000,1,3,0,17,1
0,20000,1,1,2,21,0
0,20000,1,3,0,11,0
0,20000,1,2,5,32,0
0,20000,1,2,0,12,1
0,20000,1,2,0,21,0
0,20000,1,1,0,63,0
0,20000,,2,1,31,1
0,20000,2,1,0,13,1
0,20000,2,2,4,16,0
0,20000,2,2,0,180.6,0
0,20000,1,3,0,96.4,0
0,20000,2,2,0,155.2,1
0,20000,1,2,0,32,1
0,20000,1,2,0,31,0
0,20000,,1,0,21,0
0,20000,1,2,0,22,0
0,20000,2,2,0,97.4,0
0,20000,2,1,0,193.8,1
0,20000,1,1,0,17,0
