Tribunal,Magistrado,MÍs/Ano Ref.,Subsidio ,Direitos Pessoais ,IndenizaÁıes ,Direitos Eventuais ,Total de Rendimentos ,PrevidÍncia P˙blica ,Imposto de Renda ,Descontos Diversos ,RetenÁ„o por Teto Constitucional ,Total de Descontos ,Rendimento LÌquido 
TRF3,RUBENS ALEXANDRE ELIAS CALIXTO,dez/20,33689.11,0.00,1468.13,173923.66,209080.90,-10107.56,-45296.38,-11281.34,-2630.90,-69316.18,139764.72
TRF3,RUBENS PETRUCCI JUNIOR,dez/20,32004.65,0.00,910.08,4679.04,37593.77,-713.08,-8414.43,-2211.34,0.00,-11338.85,26254.92
TRF3,SABRINA BONFIM DE ARRUDA PINTO,dez/20,32004.65,0.00,910.08,17091.63,50006.36,-5177.93,-11208.18,-884.07,0.00,-17270.18,32736.18
TRF3,SALEM JORGE CURY,dez/20,14438.19,0.00,0.00,182105.40,196543.59,-5953.51,-26774.41,-1274.73,0.00,-34002.65,162540.94
TRF3,SAMUEL DE CASTRO BARBOSA MELO,dez/20,33689.11,0.00,40509.33,10481.06,84679.50,-713.08,-9043.19,-3311.82,-4876.85,-17944.94,66734.56
TRF3,SERGIO DO NASCIMENTO,dez/20,35462.22,5834.86,910.08,179842.26,222049.42,-10444.45,-45978.96,-3725.79,-8186.65,-68335.85,153713.57
TRF3,SERGIO HENRIQUE BONACHELA,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-5497.97,-8424.36,-2005.38,-4876.85,-20804.56,24275.69
TRF3,SERGIO LAZZARINI,dez/20,33689.11,0.00,0.00,163970.65,197659.76,-4784.89,-44901.40,-1543.63,0.00,-51229.92,146429.84
TRF3,SERGIO NOJIRI,dez/20,33689.11,0.00,1125.08,162231.96,197046.15,-11006.36,-37935.83,-1520.90,-1507.93,-51971.02,145075.13
TRF3,SHEILA PINTO GIORDANO,dez/20,32004.65,0.00,1125.08,7430.32,40560.05,-5273.94,-8185.22,-415.22,-1235.27,-15109.65,25450.40
TRF3,SIDMAR DIAS MARTINS,dez/20,33689.11,2748.98,910.08,-11604.02,25744.15,-2748.98,-5204.03,-1070.34,0.00,-9023.35,16720.80
TRF3,SILENE PINHEIRO CRUZ MINITTI,dez/20,32004.65,0.00,1518.79,7374.17,40897.61,-713.08,-9711.58,-9595.35,0.00,-20020.01,20877.60
TRF3,SILVIA FIGUEIREDO MARQUES,dez/20,33689.11,5497.97,910.08,152597.36,192694.52,-10041.41,-42328.95,-1464.02,0.00,-53834.38,138860.14
TRF3,SILVIA MARIA ROCHA,dez/20,33689.11,5497.97,910.08,162831.61,202928.77,-10107.56,-44951.31,-9980.33,0.00,-65039.20,137889.57
TRF3,SILVIA MELO DA MATTA,dez/20,33689.11,0.00,910.08,0.00,34599.19,-713.08,-8199.04,-2129.29,0.00,-11041.41,23557.78
TRF3,SILVIO CESAR AROUCK GEMAQUE,dez/20,33689.11,0.00,1125.08,10481.06,45295.25,-5497.97,-8424.36,-275.04,-4876.85,-19074.22,26221.03
TRF3,SILVIO LUIS FERREIRA DA ROCHA,dez/20,33689.11,5497.97,910.08,154060.53,194157.69,-10107.56,-42323.80,-4412.85,0.00,-56844.21,137313.48
TRF3,SIMONE BEZERRA KARAGULIAN,dez/20,33689.11,0.00,910.08,7486.47,42085.66,-5497.97,-8320.08,-1622.96,-1882.26,-17323.27,24762.39
TRF3,SIMONE SCHRODER RIBEIRO,dez/20,33689.11,0.00,645.00,144470.19,178804.30,-9221.44,-38790.19,-4634.41,0.00,-52646.04,126158.26
TRF3,SOCRATES LEAO VIEIRA,dez/20,32004.65,0.00,98363.27,9957.00,140324.92,-5177.93,-8408.09,-5279.51,-2668.33,-21533.86,118791.06
TRF3,SUZANA DE CAMARGO GOMES,dez/20,35462.22,0.00,0.00,193035.41,228497.63,-6224.07,-52777.38,-2687.27,0.00,-61688.72,166808.91
TRF3,SYLVIA HELENA DE FIGUEIREDO STEINER,dez/20,23238.55,0.00,0.00,198072.55,221311.10,-2799.29,-50873.55,-3237.56,0.00,-56910.40,164400.70
TRF3,SYLVIA MARLENE DE CASTRO FIGUEIREDO,dez/20,33689.11,0.00,910.08,9358.08,43957.27,-5497.97,-8424.36,-3129.96,-3753.87,-20806.16,23151.11
TRF3,TAIS VARGAS FERRACINI DE CAMPOS GURGEL,dez/20,33689.11,0.00,1629.70,5989.17,41307.98,-713.08,-9142.79,-2228.28,-384.96,-12469.11,28838.87
TRF3,TANIA LIKA TAKEUCHI,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-5497.97,-8372.22,-4238.75,-4876.85,-22985.79,22094.46
TRF3,TANIA REGINA MARANGONI,dez/20,35462.22,0.00,0.00,283729.08,319191.30,-9731.37,-52922.18,-12582.32,0.00,-75235.87,243955.43
TRF3,TATHIANE MENEZES DA ROCHA PINTO,dez/20,33689.11,0.00,108513.61,6737.82,148940.54,-5497.97,-8372.22,-5870.34,-1133.61,-20874.14,128066.40
TRF3,TATIANA CARDOSO DE FREITAS,dez/20,33689.11,0.00,910.08,10481.06,45080.25,-5497.97,-8424.36,-533.29,-4876.85,-19332.47,25747.78
TRF3,TATIANA PATTARO PEREIRA,dez/20,32004.65,0.00,910.08,11529.17,44443.90,-5497.97,-8424.36,-264.04,-4240.50,-18426.87,26017.03
TRF3,TATIANA RUAS NOGUEIRA,dez/20,33689.11,0.00,910.08,153456.58,188055.77,-9942.44,-38817.88,-6413.02,-4876.85,-60050.19,128005.58
TRF3,THALES BRAGHINI LEAO,dez/20,32004.65,0.00,910.08,9507.82,42422.55,-713.08,-9740.20,-1600.75,-2219.15,-14273.18,28149.37
TRF3,THEREZINHA ASTOLPHI CAZERTA,dez/20,35462.22,5834.86,910.08,193802.07,236009.23,-10568.43,-48674.80,-3305.62,-8186.65,-70735.50,165273.73
TRF3,THIAGO DA SILVA MOTTA,dez/20,32004.65,0.00,910.08,8665.59,41580.32,-713.08,-9346.63,-3213.46,-534.69,-13807.86,27772.46
TRF3,THIAGO DE ALMEIDA BRAGA NASCIMENTO,dez/20,32004.65,0.00,910.08,7467.75,40382.48,-713.08,-9277.18,-2223.45,-179.08,-12392.79,27989.69
TRF3,TIAGO BITENCOURT DE DAVID,dez/20,32004.65,0.00,910.08,6812.67,39727.40,-6365.65,-7796.16,-160.02,-561.48,-14883.31,24844.09
TRF3,TIAGO BOLOGNA DIAS,dez/20,33689.11,0.00,910.08,4117.56,38716.75,-5497.97,-8015.53,-1578.18,0.00,-15091.68,23625.07
TRF3,TORU YAMAMOTO,dez/20,35462.22,6562.77,910.08,174036.30,216971.37,-11172.36,-44272.90,-5339.07,-8186.65,-68970.98,148000.39
TRF3,UBIRAJARA RESENDE COSTA,dez/20,32004.65,0.00,910.08,7823.36,40738.09,-713.08,-8964.34,-3201.03,-534.69,-13413.14,27324.95
TRF3,UILTON REINA CECATO,dez/20,33689.11,0.00,910.08,166744.57,201343.76,-5143.28,-43192.11,-4615.43,-4876.85,-57827.67,143516.09
TRF3,VALDECI DOS SANTOS,dez/20,35462.22,5834.86,910.08,185394.72,227601.88,-10320.98,-48174.02,-7952.56,-8186.65,-74634.21,152967.67
TRF3,VALDIRENE RIBEIRO DE SOUZA FALCAO,dez/20,33689.11,0.00,910.08,8235.11,42834.30,-5497.97,-8215.81,-2628.88,-2630.90,-18973.56,23860.74
TRF3,VALERIA CABAS FRANCO,dez/20,33689.11,0.00,910.08,9358.08,43957.27,-5497.97,-8424.36,-1469.22,-3753.87,-19145.42,24811.85
TRF3,VALERIA DA SILVA NUNES,dez/20,33689.11,0.00,0.00,157031.70,190720.81,-10312.58,0.00,-5753.24,-1297.47,-17363.29,173357.52
TRF3,VALTER ANTONIASSI MACCARONE,dez/20,33689.11,5497.97,1770.08,175722.66,216679.82,-10081.30,-46593.47,-7322.58,-3753.87,-67751.22,148928.60
TRF3,VANDERLEI PEDRO COSTENARO,dez/20,33689.11,0.00,910.08,129621.74,164220.93,-9483.31,-32047.91,-4155.15,-384.96,-46071.33,118149.60
TRF3,VANESSA VIEIRA DE MELLO,dez/20,33689.11,0.00,1125.08,121605.49,156419.68,-4730.30,-33059.31,-1247.07,0.00,-39036.68,117383.00
TRF3,VERA CECILIA DE ARANTES FERNANDES COSTA,dez/20,33689.11,0.00,910.08,7860.79,42459.98,-5497.97,-8267.94,-1385.51,-2256.58,-17408.00,25051.98
TRF3,VERA LUCIA ROCHA SOUZA JUCOVSKY,dez/20,35462.22,0.00,0.00,166880.04,202342.26,-9731.37,-37669.49,-3165.27,0.00,-50566.13,151776.13
TRF3,VERIDIANA GRACIA CAMPOS,dez/20,33689.11,0.00,1629.70,4866.20,40185.01,-5497.97,-8221.40,-2711.46,0.00,-16430.83,23754.18
TRF3,VESNA KOLMAR,dez/20,35462.22,0.00,0.00,178650.60,214112.82,-9731.38,-40057.13,-1597.01,0.00,-51385.52,162727.30
TRF3,VICTORIO GIUZIO NETO,dez/20,33689.11,6562.77,910.08,201287.94,242449.90,-11172.36,-52297.06,-4948.43,-4876.85,-73294.70,169155.20
TRF3,VITOR FIGUEIREDO DE OLIVEIRA,dez/20,32004.65,0.00,910.08,9713.69,42628.42,-713.08,-8964.33,-3954.88,-2425.01,-16057.30,26571.12
TRF3,WALTER DE AMARAL,dez/20,0.00,0.00,0.00,23815.06,23815.06,-1419.45,-3550.71,0.00,0.00,-4970.16,18844.90
TRF3,WALTER DO AMARAL,dez/20,35462.22,0.00,0.00,184877.92,220340.14,-8993.15,-45263.35,-4918.39,0.00,-59174.89,161165.25
TRF3,WILSON PEREIRA JUNIOR,dez/20,30801.47,0.00,0.00,0.00,30801.47,-4236.24,-6279.66,-784.86,0.00,-11300.76,19500.71
TRF3,WILSON ZAUHY FILHO,dez/20,35462.22,2917.43,910.08,171051.88,210341.61,-7527.02,-46442.84,-3760.52,0.00,-57730.38,152611.23
TRF3,YURI GUERZ… TEIXEIRA,dez/20,32004.65,0.00,2274.70,6756.53,41035.88,-713.08,-8830.44,-3367.46,0.00,-12910.98,28124.90
TRF4,ADAMASTOR NICOLAU TURNES,dez/20,33689.11,0.00,910.08,152313.48,186912.67,9844.59,37390.08,1567.59,5625.49,54427.75,132484.92
TRF4,ADEL AMERICO DIAS DE OLIVEIRA,dez/20,33689.11,0.00,15883.02,157671.73,207243.86,9830.43,39293.64,2013.11,3005.23,54142.41,153101.45
TRF4,ADELCIO FERREIRA,dez/20,32004.65,0.00,910.08,7383.83,40298.56,5229.59,8435.50,511.28,0.00,14176.37,26122.19
TRF4,ADERITO MARTINS NOGUEIRA JUNIOR,dez/20,33689.11,0.00,910.08,10481.06,45080.25,5498.02,8424.35,575.64,4876.85,19374.86,25705.39
TRF4,ADRIANA REGINA BARNI RITTER,dez/20,32004.65,0.00,910.08,6400.93,39315.66,5177.97,8268.23,208.33,0.00,13654.53,25661.13
TRF4,ADRIANE BATTISTI,dez/20,33689.11,0.00,910.08,163244.89,197844.08,9927.73,39107.62,1691.81,5625.49,56352.65,141491.43
TRF4,ADRIANO COPETTI,dez/20,33689.11,1373.77,910.08,9732.41,45705.37,713.10,8860.06,3292.86,5501.97,18367.99,27337.38
TRF4,ADRIANO ENIVALDO DE OLIVEIRA,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8424.35,523.58,5625.49,20071.44,25757.45
TRF4,ADRIANO JOSE PINHEIRO,dez/20,33689.11,0.00,910.08,81663.50,116262.69,3072.71,23231.97,488.22,3753.88,30546.78,85715.91
TRF4,ADRIANO VITALINO DOS SANTOS,dez/20,33689.11,0.00,1629.70,7860.79,43179.60,5498.02,8267.94,670.19,2256.58,16692.73,26486.87
TRF4,ALBERI AUGUSTO SOARES DA SILVA,dez/20,33689.11,0.00,910.08,163540.07,198139.26,9835.18,39985.41,1589.75,5625.49,57035.83,141103.43
TRF4,ALCIDES VETTORAZZI,dez/20,33689.11,5498.02,910.08,181576.89,221674.10,9927.77,40676.26,1820.74,5625.49,58050.26,163623.84
TRF4,ALESSANDRA ANGINSKI COTOSKY,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8372.21,552.44,5625.49,20048.16,25780.73
TRF4,ALESSANDRA GUNTHER FAVARO,dez/20,33689.11,627.18,910.08,11229.70,46456.07,713.10,8860.06,3508.50,6252.67,19334.33,27121.74
TRF4,ALESSANDRO DUTRA LUCARELLI,dez/20,32004.65,0.00,1629.70,10668.22,44302.57,713.10,9628.62,742.96,3379.55,14464.23,29838.34
TRF4,ALESSANDRO RAFAEL BERTOLLO DE ALEXANDRE,dez/20,32004.65,0.00,1629.70,17139.17,50773.52,713.10,10194.90,2308.10,5625.49,18841.59,31931.93
TRF4,ALEX PERES ROCHA,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8320.07,782.93,5625.49,20226.51,25602.38
TRF4,ALEXANDRE ARNOLD,dez/20,33689.11,0.00,1629.70,5614.85,40933.66,5498.02,8320.07,352.65,10.64,14181.38,26752.28
TRF4,ALEXANDRE DELANNI MONACO,dez/20,33689.11,0.00,910.08,135631.98,170231.17,9760.76,34604.45,1653.05,0.00,46018.26,124212.91
TRF4,ALEXANDRE GONCALVES LIPPEL,dez/20,33689.11,0.00,910.08,161930.05,196529.24,10071.67,39111.94,1743.78,7989.64,58917.03,137612.21
TRF4,ALEXANDRE MOREIRA GAUTE,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8372.21,535.35,5625.49,20031.07,25797.82
TRF4,ALEXANDRE PEREIRA DUTRA,dez/20,33689.11,0.00,1629.70,10481.06,45799.87,713.10,9688.06,606.39,4876.85,15884.40,29915.47
TRF4,ALEXANDRE ROSSATO DA SILVA AVILA,dez/20,33689.11,5641.92,910.08,173408.22,213649.33,10071.67,41077.27,1973.65,7989.64,61112.23,152537.10
TRF4,ALEXANDRE ZANIN NETO,dez/20,33689.11,0.00,910.08,5614.85,40214.04,713.10,9688.06,432.50,10.64,10844.30,29369.74
TRF4,ALEXEI ALVES RIBEIRO,dez/20,33689.11,0.00,910.08,10106.73,44705.92,713.10,9740.20,215.80,4502.52,15171.62,29534.30
TRF4,ALEXSANDER FERNANDES MENDES,dez/20,33689.11,0.00,2349.32,11229.70,47268.13,5498.02,7396.78,676.62,5625.49,19196.91,28071.22
TRF4,ALINE LAZZARON,dez/20,32004.65,0.00,910.08,10668.22,43582.95,5177.97,8460.22,658.58,3379.55,17676.32,25906.63
TRF4,ALINE TERESINHA LUDWIG CORREA DE BARROS,dez/20,32004.65,0.00,1629.70,14598.62,48232.97,5818.07,8695.29,738.41,5625.49,20877.26,27355.71
TRF4,ALTAIR ANTONIO GREGORIO,dez/20,33689.11,5641.92,910.08,170238.71,210479.82,10171.41,44447.31,1651.22,503.17,56773.11,153706.71
TRF4,ALVARO EDUARDO JUNQUEIRA,dez/20,0.00,0.00,0.00,165936.64,165936.64,4510.76,0.00,0.00,0.00,4510.76,161425.88
TRF4,AMANDA DALL PIZZOLO DE SOUZA,dez/20,25147.86,0.00,0.00,0.00,25147.86,3162.08,5176.73,0.00,0.00,8338.81,16809.05
TRF4,AMANDA GONCALEZ STOPPA,dez/20,32004.65,0.00,910.08,10916.36,43831.09,713.10,9403.68,2837.81,2649.62,15604.21,28226.88
TRF4,AMIR JOSE FINOCCHIARO SARTI,dez/20,35462.22,0.00,0.00,185608.33,221070.55,9784.72,48334.39,2246.72,0.00,60365.83,160704.72
TRF4,ANA BEATRIZ VIEIRA DA LUZ PALUMBO,dez/20,33689.11,686.89,910.08,149351.04,184637.12,5036.41,37128.18,4371.54,6312.38,52848.51,131788.61
TRF4,ANA CARINE BUSATO DAROS,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8424.35,581.62,5625.49,20129.48,25699.41
TRF4,ANA CAROLINA DOUSSEAU,dez/20,32004.65,0.00,1629.70,11641.46,45275.81,5316.66,8384.89,468.67,4352.79,18523.01,26752.80
TRF4,ANA CAROLINA MOROZOWSKI,dez/20,32004.65,0.00,910.08,10362.15,43276.88,713.10,9553.08,568.20,2911.64,13746.02,29530.86
TRF4,ANA CRISTINA KRAMER,dez/20,32004.65,0.00,910.08,10668.22,43582.95,713.10,9635.93,1203.32,3379.55,14931.90,28651.05
TRF4,ANA CRISTINA MONTEIRO DE ANDRADE SILVA,dez/20,33689.11,4127.89,910.08,15313.87,54040.95,6282.32,8282.92,805.14,9753.38,25123.76,28917.19
TRF4,ANA INES ALGORTA LATORRE,dez/20,32004.65,0.00,910.08,82466.11,115380.84,7523.92,21924.22,300.59,3379.55,33128.28,82252.56
TRF4,ANA LIDIA SILVA MELLO MONTEIRO,dez/20,32004.65,0.00,910.08,7112.15,40026.88,713.10,9228.63,2117.57,0.00,12059.30,27967.58
TRF4,ANA LUCIA ANDRADE DE AGUIAR,dez/20,33689.11,0.00,910.08,0.00,34599.19,5498.02,6778.92,235.82,0.00,12512.76,22086.43
TRF4,ANA MARIA WICKERT THEISEN,dez/20,32004.65,5230.63,910.08,151448.57,189593.93,9526.33,41155.44,2297.54,0.00,52979.31,136614.62
TRF4,ANA PAULA DE BORTOLI,dez/20,33689.11,5498.02,910.08,167400.39,207497.60,9927.77,41088.92,1670.80,5625.49,58312.98,149184.62
TRF4,ANA PAULA MARTINI TREMARIN WEDY,dez/20,32004.65,0.00,1629.70,11102.92,44737.27,5260.57,8557.05,528.00,3379.55,17725.17,27012.10
TRF4,ANA RAQUEL PINTO DE LIMA,dez/20,33689.11,0.00,910.08,1773.11,36372.30,5641.92,6778.92,649.17,0.00,13070.01,23302.29
TRF4,ANDERSON BARG,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,7963.81,580.00,5625.49,14882.40,30946.49
TRF4,ANDERSON FURLAN FREIRE DA SILVA,dez/20,33689.11,0.00,910.08,10855.38,45454.57,713.10,9583.79,718.71,5251.17,16266.77,29187.80
TRF4,ANDRE AUGUSTO GIORDANI,dez/20,32004.65,0.00,910.08,7842.68,40757.41,713.10,9284.13,2838.31,10.64,12846.18,27911.23
TRF4,ANDRE DE SOUZA FISCHER,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,8877.71,3162.60,5625.49,18378.90,27449.99
TRF4,ANDRE LUIS CHARAN,dez/20,32004.65,0.00,2349.32,6015.74,40369.71,5239.92,8041.00,448.31,0.00,13729.23,26640.48
TRF4,ANDRE LUIS MEDEIROS JUNG,dez/20,33689.11,0.00,1629.70,11229.70,46548.51,713.10,9181.06,170.43,5625.49,15690.08,30858.43
TRF4,ANDRE SOUZA LOPES,dez/20,32004.65,0.00,910.08,11978.36,44893.09,713.10,9597.93,2520.12,3005.23,15836.38,29056.71
TRF4,ANDRE WASILEWSKI DUSZCZAK,dez/20,32004.65,0.00,910.08,10722.56,43637.29,713.10,8993.24,2827.71,3379.55,15913.60,27723.69
TRF4,ANDREI GUSTAVO PAULMICHL,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8424.35,52.06,5625.49,19599.92,26228.97
TRF4,ANDREI PITTEN VELLOSO,dez/20,33689.11,0.00,1629.70,11229.70,46548.51,5498.02,8320.07,577.33,5625.49,20020.91,26527.60
TRF4,ANDREIA CASTRO DIAS MOREIRA,dez/20,33689.11,0.00,1629.70,10800.73,46119.54,5535.16,8177.17,704.26,5448.18,19864.77,26254.77
TRF4,ANDREIA MOMOLLI,dez/20,32004.65,0.00,910.08,11096.88,44011.61,5241.64,8509.80,560.89,3753.87,18066.20,25945.41
TRF4,ANELISA POZZER,dez/20,0.00,0.00,0.00,140004.09,140004.09,4331.95,28229.64,0.00,0.00,32561.59,107442.50
TRF4,ANISABEL DE AZEVEDO CHAGAS,dez/20,30455.17,0.00,0.00,192568.02,223023.19,8833.37,49098.20,84.14,0.00,58015.71,165007.48
TRF4,ANNE KARINA STIPP AMADOR COSTA,dez/20,33689.11,0.00,910.08,153101.56,187700.75,5083.83,38874.56,1952.61,5625.49,51536.49,136164.26
TRF4,ANTONIETA MARIA VERAS CALDEIRA,dez/20,33689.11,0.00,0.00,215238.87,248927.98,4784.92,58704.57,48.31,0.00,63537.80,185390.18
TRF4,ANTONIO ALBINO RAMOS DE OLIVEIRA,dez/20,35462.22,0.00,0.00,174777.85,210240.07,9726.01,44988.42,6039.37,0.00,60753.80,149486.27
TRF4,ANTONIO ARAUJO SEGUNDO,dez/20,32004.65,0.00,3713.94,4275.69,39994.28,5177.97,7381.62,408.95,0.00,12968.54,27025.74
TRF4,ANTONIO CESAR BOCHENEK,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,8991.06,3277.73,5625.49,18607.38,27221.51
TRF4,ANTONIO FERNANDO SCHENKEL DO AMARAL E SILVA,dez/20,33689.11,0.00,910.08,157131.25,191730.44,4978.58,37840.81,1553.00,5625.49,49997.88,141732.56
TRF4,ARCILIA ELVIRA CANZI ALMADA DE SOUZA,dez/20,35462.22,0.00,0.00,188806.03,224268.25,5121.81,51917.12,84.14,0.00,57123.07,167145.18
TRF4,ARTUR CESAR DE SOUZA,dez/20,33689.11,5498.02,1340.08,174464.15,214991.36,9927.77,44421.65,4655.97,5625.49,64630.88,150360.48
TRF4,AUDETE MARCON DOBROWOLSKI,dez/20,25357.19,0.00,0.00,218175.85,243533.04,3201.86,57656.30,429.87,0.00,61288.03,182245.01
TRF4,AUGUSTO CESAR PANSINI GONCALVES,dez/20,32004.65,0.00,15134.37,8233.31,55372.33,356.55,5400.42,16501.66,890.30,23148.93,32223.40
TRF4,BELMIRO TADEU NASCIMENTO KRIEGER,dez/20,33689.11,0.00,0.00,140879.30,174568.41,9114.11,35271.00,1546.61,0.00,45931.72,128636.69
TRF4,BIANCA GEORGIA CRUZ ARENHART,dez/20,33689.11,0.00,910.08,7486.47,42085.66,5498.02,8320.07,661.81,1882.26,16362.16,25723.50
TRF4,BRAULINO DA MATTA OLIVEIRA JUNIOR,dez/20,32004.65,0.00,1125.08,8197.68,41327.41,713.10,9729.91,373.29,909.01,11725.31,29602.10
TRF4,BRUNO BRUM RIBAS,dez/20,32004.65,0.00,1629.70,12165.51,45799.86,5391.34,8401.55,784.88,4876.84,19454.61,26345.25
TRF4,BRUNO HENRIQUE SILVA SANTOS,dez/20,32004.65,0.00,910.08,10145.47,43060.20,713.10,9138.93,1938.86,253.95,12044.84,31015.36
TRF4,BRUNO POLGATI DIEHL,dez/20,32004.65,0.00,1629.70,8751.92,42386.27,713.10,9194.48,2675.93,1245.90,13829.41,28556.86
TRF4,BRUNO RISCH FAGUNDES DE OLIVEIRA,dez/20,32004.65,0.00,2349.32,11641.46,45995.43,713.10,9583.79,405.30,4352.79,15054.98,30940.45
TRF4,CAIO ROBERTO SOUTO DE MOURA,dez/20,33689.11,0.00,910.08,86104.54,120703.73,7831.23,22637.24,1219.13,5625.49,37313.09,83390.64
TRF4,CAMILA PLENTZ KONRATH,dez/20,33689.11,0.00,1629.70,0.00,35318.81,713.10,7405.43,2580.81,0.00,10699.34,24619.47
TRF4,CANDIDO ALFREDO SILVA LEAL JUNIOR,dez/20,35462.22,0.00,16671.07,153057.71,205191.00,10264.66,38226.18,196.47,5231.47,53918.78,151272.22
TRF4,CARLA CRISTIANE TOMM OLIVEIRA,dez/20,32004.65,0.00,910.08,10529.96,43444.69,5219.27,8463.81,576.29,3023.94,17283.31,26161.38
TRF4,CARLA EVELISE JUSTINO HENDGES,dez/20,33689.11,0.00,910.08,157579.29,192178.48,9823.46,38530.56,1542.37,6649.96,56546.35,135632.13
TRF4,CARLA FERNANDA FRITSCH MARTINS,dez/20,32004.65,0.00,1629.70,9764.41,43398.76,713.10,8990.45,2784.97,2312.73,14801.25,28597.51
TRF4,CARLOS ALBERTO DA COSTA DIAS,dez/20,25706.06,0.00,0.00,152506.66,178212.72,7758.49,37555.02,48.31,0.00,45361.82,132850.90
TRF4,CARLOS ANTONIO RODRIGUES SOBRINHO,dez/20,35462.22,0.00,0.00,203743.39,239205.61,8959.85,53514.41,2002.74,0.00,64477.00,174728.61
TRF4,CARLOS AURELIO MOREIRA,dez/20,32004.65,0.00,910.08,12225.89,45140.62,5420.59,7940.81,295.00,4502.52,18158.92,26981.70
TRF4,CARLOS EDUARDO THOMPSON FLORES LENZ,dez/20,35462.22,5834.91,910.08,11820.74,54027.95,5834.91,9936.30,653.89,7989.64,24414.74,29613.21
TRF4,CARLOS FELIPE KOMOROWSKI,dez/20,32004.65,0.00,2349.32,10668.22,45022.19,713.10,9635.93,784.84,3379.55,14513.42,30508.77
TRF4,CAROLINA MOURA LEBBOS,dez/20,32004.65,0.00,910.08,11267.14,44181.87,713.10,9735.06,373.29,3978.47,14799.92,29381.95
TRF4,CATARINA VOLKART PINTO,dez/20,32004.65,0.00,1629.70,12746.52,46380.87,713.10,9148.60,2933.62,1957.12,14752.44,31628.43
TRF4,CELSO KIPPER,dez/20,35462.22,0.00,910.08,146149.85,182522.15,10264.66,38251.99,1515.45,0.00,50032.10,132490.05
TRF4,CELSO WIGGERS,dez/20,32004.65,0.00,0.00,171488.91,203493.56,8877.16,0.00,1632.78,0.00,10509.94,192983.62
TRF4,CESAR AUGUSTO VIEIRA,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,8819.58,3121.64,5625.49,18279.81,27549.08
TRF4,CHARLES JACOB GIACOMINI,dez/20,32004.65,0.00,910.08,12076.16,44990.89,5399.25,8571.05,486.43,4352.79,18809.52,26181.37
TRF4,CHRISTIAAN ALLESSANDRO LOPES DE OLIVEIRA,dez/20,33689.11,0.00,1629.70,5989.18,41307.99,5498.02,8372.21,98.23,384.97,14353.43,26954.56
TRF4,CLARIDES RAHMEIER,dez/20,32004.65,0.00,910.08,12028.46,44943.19,5316.66,8422.08,575.64,4352.79,18667.17,26276.02
TRF4,CLAUDIA CRISTINA CRISTOFANI,dez/20,35462.22,5834.91,910.08,167640.46,209847.67,10442.41,41841.90,2053.26,4837.44,59175.01,150672.66
TRF4,CLAUDIA MARIA DADICO,dez/20,33689.11,5498.02,910.08,156680.81,196778.02,9746.18,41701.26,1749.47,10.64,53207.55,143570.47
TRF4,CLAUDIA ROCHA MENDES BRUNELLI,dez/20,32004.65,0.00,910.08,11314.23,44228.96,713.10,9209.42,2832.02,3753.87,16508.41,27720.55
TRF4,CLAUDIA SCHLICHTA GIUSTI,dez/20,32004.65,0.00,910.08,10994.24,43908.97,713.10,9829.86,485.67,3379.55,14408.18,29500.79
TRF4,CLAUDIO GONSALES VALERIO,dez/20,33689.11,0.00,910.08,151002.61,185601.80,9860.92,37420.49,1501.99,5625.49,54408.89,131192.91
TRF4,CLAUDIO MARCELO SCHIESSL,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,8061.68,96.62,5625.49,14496.89,31332.00
TRF4,CLAUDIO ROBERTO DA SILVA,dez/20,32004.65,0.00,2349.32,141053.16,175407.13,7586.40,31577.34,16170.69,0.00,55334.43,120072.70
TRF4,CLEBER SANFELICI OTERO,dez/20,33689.11,0.00,16602.64,11229.70,61521.45,5498.02,8267.94,756.82,5625.49,20148.27,41373.18
TRF4,CLENIO JAIR SCHULZE,dez/20,33689.11,0.00,1629.70,13059.70,48378.51,713.10,8912.19,3203.53,5625.49,18454.31,29924.20
TRF4,CRISTIANE FREIER CERON,dez/20,33689.11,0.00,910.08,12316.45,46915.64,5498.02,8723.20,588.68,5625.49,20435.39,26480.25
TRF4,CRISTIANE MARIA BERTOLIN POLLI,dez/20,32004.65,0.00,1629.70,7172.52,40806.87,713.10,9656.12,289.45,0.00,10658.67,30148.20
TRF4,CRISTIANO AURELIO MANFRIM,dez/20,33689.11,0.00,910.08,10855.38,45454.57,713.10,8912.19,3312.20,5251.17,18188.66,27265.91
TRF4,CRISTIANO BAUER SICA DINIZ,dez/20,33689.11,0.00,910.08,146177.63,180776.82,9825.28,36230.82,1627.71,4502.52,52186.33,128590.49
