nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Ford Figo,Ford,Figo,8,43000,distribuidor,Petrol,Manual,15.6,1196,70.0,5,410000,16400.0,media
Ford Ecosport,Ford,Ecosport,3,25000,distribuidor,Diesel,Manual,23.0,1498,98.96,5,850000,34000.0,media
Hyundai i20,Hyundai,i20,5,86000,distribuidor,Diesel,Manual,22.54,1396,88.73,5,675000,27000.0,media
Hyundai i20,Hyundai,i20,2,30000,particular,Petrol,Manual,17.19,1197,81.86,5,590000,23600.0,media
Hyundai Verna,Hyundai,Verna,5,5000,particular,Petrol,Manual,17.01,1591,121.3,5,750000,30000.0,media
Maruti Baleno,Maruti,Baleno,3,23000,particular,Diesel,Manual,27.39,1248,74.0,5,760000,30400.0,media
Mahindra XUV500,Mahindra,XUV500,3,10000,particular,Diesel,Automatic,16.0,2179,140.0,7,1400000,56000.0,grande
Chevrolet Optra,Chevrolet,Optra,17,67525,distribuidor,Petrol,Manual,16.0,1799,115.0,5,95000,3800.0,media
Toyota Innova,Toyota,Innova,8,270000,particular,Diesel,Manual,12.99,2494,100.6,8,1050000,42000.0,grande
Chevrolet Beat,Chevrolet,Beat,4,40000,particular,Petrol,Manual,17.8,1199,76.8,5,270000,10800.0,media
Renault Duster,Renault,Duster,5,100000,particular,Diesel,Manual,19.64,1461,108.45,5,600000,24000.0,media
Hyundai Grand,Hyundai,Grand,7,100000,particular,Petrol,Manual,18.9,1197,82.0,5,350000,14000.0,media
Ford Figo,Ford,Figo,11,161728,distribuidor,Petrol,Manual,15.6,1196,70.0,5,140000,5600.0,media
Mahindra Thar,Mahindra,Thar,3,15000,particular,Diesel,Manual,16.55,2498,105.0,6,950000,38000.0,grande
Land Rover Rover,Land Rover,Rover,7,85000,particular,Diesel,Automatic,12.35,2179,187.74,5,1800000,72000.0,media
Chevrolet Tavera,Chevrolet,Tavera,9,157000,distribuidor,Diesel,Manual,14.8,2499,80.0,9,650000,26000.0,grande
Maruti Wagon R,Maruti,Wagon R,4,82000,distribuidor,Petrol,Manual,18.9,998,67.1,5,410000,16400.0,media
Hyundai i20,Hyundai,i20,6,80000,particular,Diesel,Manual,21.19,1396,88.73,5,540000,21600.0,media
Volkswagen Polo,Volkswagen,Polo,9,30000,distribuidor,Petrol,Manual,16.47,1198,73.9,5,300000,12000.0,media
Hyundai i10,Hyundai,i10,11,52000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,280000,11200.0,media
Honda WR-V,Honda,WR-V,4,60000,particular,Diesel,Manual,25.5,1498,98.6,5,825000,33000.0,media
Hyundai Verna,Hyundai,Verna,9,82000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,545000,21800.0,media
Ford Ikon,Ford,Ikon,16,60000,particular,Petrol,Manual,13.8,1299,70.0,5,125000,5000.0,media
Maruti Swift,Maruti,Swift,9,87000,distribuidor,Diesel,Manual,22.9,1248,74.0,5,450000,18000.0,media
Mahindra TUV,Mahindra,TUV,4,54442,distribuidor,Diesel,Manual,18.49,1493,100.0,7,840000,33600.0,grande
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,45000,distribuidor,Diesel,Automatic,14.21,2143,203.0,5,2650000,106000.0,media
Toyota Etios,Toyota,Etios,4,24000,distribuidor,Petrol,Manual,16.78,1496,88.73,5,639000,25560.0,media
Porsche Panamera,Porsche,Panamera,11,25000,distribuidor,Petrol,Automatic,7.5,4806,394.3,4,3800000,152000.0,media
Volkswagen GTI,Volkswagen,GTI,4,44000,distribuidor,Petrol,Automatic,16.34,1798,189.3,5,1950000,78000.0,media
Hyundai Verna,Hyundai,Verna,13,73000,particular,Diesel,Manual,16.8,1493,110.0,5,250000,10000.0,media
Hyundai Verna,Hyundai,Verna,9,70000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,475000,19000.0,media
Volkswagen Ameo,Volkswagen,Ameo,3,48000,distribuidor,Petrol,Manual,19.44,999,75.0,5,491000,19640.0,media
BMW X1,BMW,X1,9,70000,distribuidor,Diesel,Automatic,17.05,1995,184.0,5,1350000,54000.0,media
Maruti Vitara,Maruti,Vitara,5,56000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,800000,32000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,12,42000,distribuidor,Petrol,Manual,17.5,1298,85.8,5,345000,13800.0,media
Maruti Alto,Maruti,Alto,3,31393,distribuidor,Petrol,Manual,23.95,998,67.05,5,350000,14000.0,media
Chevrolet Beat,Chevrolet,Beat,8,63000,distribuidor,Diesel,Manual,25.44,936,56.3,5,265000,10600.0,media
Volkswagen Vento,Volkswagen,Vento,6,74450,distribuidor,Diesel,Automatic,21.5,1498,108.5,5,675000,27000.0,media
Hyundai EON,Hyundai,EON,4,35000,particular,Petrol,Manual,21.1,814,55.2,5,310000,12400.0,media
Datsun RediGO,Datsun,RediGO,5,41987,distribuidor,Petrol,Manual,22.7,799,53.64,5,326000,13040.0,media
Hyundai Creta,Hyundai,Creta,6,76000,distribuidor,Diesel,Manual,19.67,1582,126.2,5,1025000,41000.0,media
Hyundai Verna,Hyundai,Verna,9,81000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,550000,22000.0,media
Maruti Omni,Maruti,Omni,5,47000,distribuidor,Petrol,Manual,16.8,796,34.2,8,275000,11000.0,grande
Mahindra Bolero,Mahindra,Bolero,7,70000,particular,Diesel,Manual,15.96,2523,62.1,7,660000,26400.0,grande
Volkswagen Polo,Volkswagen,Polo,8,70000,distribuidor,Diesel,Manual,22.07,1199,73.9,5,545000,21800.0,media
Volkswagen Polo,Volkswagen,Polo,6,60202,distribuidor,Diesel,Manual,20.14,1498,88.8,5,550000,22000.0,media
Toyota Innova,Toyota,Innova,12,69000,distribuidor,Diesel,Manual,12.8,2494,102.0,8,850000,34000.0,grande
Maruti Swift,Maruti,Swift,11,75000,distribuidor,Petrol,Manual,16.1,1197,85.0,5,310000,12400.0,media
Mitsubishi Lancer,Mitsubishi,Lancer,15,80000,particular,Petrol,Manual,13.7,1468,85.8,5,140000,5600.0,media
Honda Mobilio,Honda,Mobilio,6,73000,distribuidor,Diesel,Manual,24.2,1498,98.6,7,630000,25200.0,grande
Renault KWID,Renault,KWID,2,11000,distribuidor,Petrol,Manual,23.01,999,67.0,5,450000,18000.0,media
Mahindra Bolero,Mahindra,Bolero,10,120000,particular,Diesel,Manual,13.6,2523,63.0,7,380000,15200.0,grande
Skoda Rapid,Skoda,Rapid,6,57493,distribuidor,Diesel,Automatic,21.66,1498,103.52,5,595000,23800.0,media
Maruti Alto,Maruti,Alto,8,59800,distribuidor,Petrol,Manual,22.74,796,47.3,5,250000,10000.0,media
Hyundai i10,Hyundai,i10,10,50038,distribuidor,Petrol,Manual,20.36,1197,78.9,5,300000,12000.0,media
Mahindra XUV500,Mahindra,XUV500,4,119000,particular,Diesel,Manual,16.0,2179,140.0,7,950000,38000.0,grande
Honda City,Honda,City,5,51000,distribuidor,Petrol,Manual,17.0,1497,118.0,5,680000,27200.0,media
Mahindra XUV500,Mahindra,XUV500,2,100000,distribuidor,Diesel,Manual,15.1,2179,152.87,7,1550000,62000.0,grande
Maruti Celerio,Maruti,Celerio,5,55000,particular,Petrol,Automatic,23.1,998,67.04,5,480000,19200.0,media
Volkswagen Polo,Volkswagen,Polo,4,150000,particular,Diesel,Manual,20.14,1498,88.0,5,500000,20000.0,media
Hyundai Elantra,Hyundai,Elantra,6,80000,distribuidor,Diesel,Automatic,19.5,1582,126.24,5,1050000,42000.0,media
Fiat Grande,Fiat,Grande,7,95000,particular,Diesel,Manual,21.2,1248,75.0,5,250000,10000.0,media
Porsche Cayenne,Porsche,Cayenne,6,25000,distribuidor,Diesel,Automatic,13.5,2967,240.0,5,6100000,244000.0,media
Ford Figo,Ford,Figo,10,88000,particular,Diesel,Manual,20.0,1399,68.0,5,265000,10600.0,media
Maruti Baleno,Maruti,Baleno,5,71205,distribuidor,Petrol,Manual,21.4,1197,83.1,5,570000,22800.0,media
Maruti Swift,Maruti,Swift,9,75000,distribuidor,Diesel,Manual,28.4,1248,74.0,5,425000,17000.0,media
Hyundai i20,Hyundai,i20,4,26759,distribuidor,Petrol,Manual,18.6,1197,81.83,5,698000,27920.0,media
Maruti Vitara,Maruti,Vitara,5,53200,distribuidor,Diesel,Manual,24.3,1248,88.5,5,650000,26000.0,media
Maruti Alto,Maruti,Alto,15,55000,distribuidor,Petrol,Manual,19.7,796,46.3,5,95000,3800.0,media
Hyundai Xcent,Hyundai,Xcent,6,42000,particular,Petrol,Manual,19.1,1197,82.0,5,350000,14000.0,media
Audi A3,Audi,A3,6,67772,distribuidor,Diesel,Automatic,20.38,1968,143.0,5,1650000,66000.0,media
Hyundai EON,Hyundai,EON,9,56181,distribuidor,LPG,Manual,21.1,814,55.2,5,260000,10400.0,media
Maruti Alto,Maruti,Alto,15,74650,distribuidor,Petrol,Manual,19.7,796,46.3,5,140000,5600.0,media
Skoda Fabia,Skoda,Fabia,12,90000,particular,Petrol,Manual,14.7,1390,85.0,5,200000,8000.0,media
Toyota Innova,Toyota,Innova,5,78000,distribuidor,Diesel,Automatic,13.68,2393,147.51,7,1700000,68000.0,grande
Volkswagen Polo,Volkswagen,Polo,6,54232,distribuidor,Petrol,Automatic,17.21,1197,103.6,5,750000,30000.0,media
Maruti Baleno,Maruti,Baleno,4,44000,distribuidor,Diesel,Manual,27.39,1248,74.0,5,685000,27400.0,media
Hyundai Verna,Hyundai,Verna,8,74000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,560000,22400.0,media
Hyundai EON,Hyundai,EON,3,30000,particular,Petrol,Manual,21.1,814,55.2,5,310000,12400.0,media
Skoda Fabia,Skoda,Fabia,9,44000,particular,Petrol,Manual,16.25,1198,75.0,5,250000,10000.0,media
Honda City,Honda,City,14,78948,distribuidor,Petrol,Manual,17.8,1498,119.35,5,327000,13080.0,media
Chevrolet Sail,Chevrolet,Sail,9,94032,distribuidor,Diesel,Manual,22.1,1248,76.9,5,290000,11600.0,media
Audi A3,Audi,A3,2,24000,distribuidor,Diesel,Automatic,20.38,1968,143.0,5,3400000,136000.0,media
Volkswagen Polo,Volkswagen,Polo,7,56000,particular,Diesel,Manual,20.14,1498,88.8,5,385000,15400.0,media
Hyundai Verna,Hyundai,Verna,9,57140,distribuidor,Diesel,Automatic,19.08,1582,126.32,5,575000,23000.0,media
Maruti Celerio,Maruti,Celerio,6,28951,distribuidor,Petrol,Automatic,23.1,998,67.04,5,448000,17920.0,media
Maruti Baleno,Maruti,Baleno,4,33620,distribuidor,Petrol,Manual,21.4,1197,83.1,5,632000,25280.0,media
Maruti Alto,Maruti,Alto,10,50000,particular,Petrol,Manual,19.7,796,46.3,5,140000,5600.0,media
Honda WR-V,Honda,WR-V,3,13000,particular,Petrol,Manual,17.5,1199,88.7,5,900000,36000.0,media
Maruti Wagon R,Maruti,Wagon R,3,37650,distribuidor,Petrol,Manual,21.79,998,67.05,5,470000,18800.0,media
Toyota Innova,Toyota,Innova,7,70873,distribuidor,Diesel,Manual,12.99,2494,100.6,7,1325000,53000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,7,70123,distribuidor,Petrol,Manual,19.1,1197,85.8,5,445000,17800.0,media
Hyundai Grand,Hyundai,Grand,7,69000,distribuidor,Petrol,Manual,18.9,1197,81.86,5,474000,18960.0,media
Ford Aspire,Ford,Aspire,3,12000,particular,Diesel,Manual,25.83,1498,99.0,5,750000,30000.0,media
Maruti Ritz,Maruti,Ritz,8,80000,distribuidor,Petrol,Manual,18.5,1197,85.8,5,340000,13600.0,media
Hyundai i20,Hyundai,i20,5,100000,particular,Petrol,Manual,17.19,1197,81.86,5,550000,22000.0,media
Mahindra TUV,Mahindra,TUV,5,59000,distribuidor,Diesel,Manual,18.49,1493,100.0,7,750000,30000.0,grande
Hyundai Santa,Hyundai,Santa,6,71000,distribuidor,Diesel,Automatic,13.01,2199,194.3,7,1390000,55600.0,grande
Honda Amaze,Honda,Amaze,5,88185,distribuidor,Diesel,Manual,24.7,1498,98.63,5,500000,20000.0,media
Hyundai i10,Hyundai,i10,5,32886,distribuidor,Petrol,Manual,20.36,1197,78.9,5,449000,17960.0,media
Maruti Alto,Maruti,Alto,3,15000,particular,Petrol,Manual,23.95,998,67.1,5,350000,14000.0,media
Hyundai EON,Hyundai,EON,7,93209,distribuidor,Petrol,Manual,21.1,814,55.2,5,294000,11760.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,29000,distribuidor,Diesel,Manual,28.4,1248,74.02,5,750000,30000.0,media
Toyota Innova,Toyota,Innova,15,145000,distribuidor,Diesel,Manual,12.8,2494,102.0,7,355000,14200.0,grande
Maruti Celerio,Maruti,Celerio,6,34000,distribuidor,Petrol,Automatic,23.1,998,67.04,5,425000,17000.0,media
Volkswagen Polo,Volkswagen,Polo,4,75500,distribuidor,Diesel,Manual,20.14,1498,88.0,5,570000,22800.0,media
Volkswagen Vento,Volkswagen,Vento,9,58000,distribuidor,Diesel,Manual,20.54,1598,103.6,5,520000,20800.0,media
Maruti Wagon R,Maruti,Wagon R,4,38000,distribuidor,Petrol,Manual,20.51,998,67.04,5,425000,17000.0,media
Maruti Vitara,Maruti,Vitara,3,47000,distribuidor,Diesel,Automatic,24.3,1248,88.5,5,990000,39600.0,media
Volkswagen Polo,Volkswagen,Polo,6,91000,distribuidor,Diesel,Manual,21.49,1498,108.5,5,565000,22600.0,media
Maruti Swift,Maruti,Swift,7,64000,distribuidor,Diesel,Manual,25.2,1248,74.0,5,625000,25000.0,media
Honda Mobilio,Honda,Mobilio,6,60000,particular,Petrol,Manual,17.3,1497,117.3,7,700000,28000.0,grande
Hyundai Grand,Hyundai,Grand,4,15000,distribuidor,Petrol,Automatic,18.9,1197,81.86,5,550000,22000.0,media
Hyundai i10,Hyundai,i10,13,93535,distribuidor,Petrol,Manual,19.81,1086,68.05,5,275000,11000.0,media
Hyundai Xcent,Hyundai,Xcent,3,85000,distribuidor,Petrol,Manual,19.1,1197,81.86,5,590000,23600.0,media
Mahindra XUV300,Mahindra,XUV300,2,13000,distribuidor,Diesel,Manual,20.0,1497,115.0,5,895000,35800.0,media
Volkswagen Ameo,Volkswagen,Ameo,5,42966,distribuidor,Petrol,Manual,17.0,1198,73.75,5,440000,17600.0,media
Hyundai EON,Hyundai,EON,6,23869,distribuidor,Petrol,Manual,21.1,814,55.2,5,265000,10600.0,media
Honda Brio,Honda,Brio,8,19000,distribuidor,Petrol,Manual,19.4,1198,86.8,5,425000,17000.0,media
Hyundai Xcent,Hyundai,Xcent,4,120000,particular,Diesel,Manual,24.4,1120,71.0,5,460000,18400.0,media
Maruti Swift,Maruti,Swift,4,62000,distribuidor,Diesel,Manual,28.4,1248,74.0,5,575000,23000.0,media
Hyundai Xcent,Hyundai,Xcent,6,16000,particular,Petrol,Automatic,16.9,1197,82.0,5,450000,18000.0,media
Toyota Fortuner,Toyota,Fortuner,2,48000,particular,Diesel,Automatic,15.04,2755,174.5,7,3300000,132000.0,grande
Hyundai Creta,Hyundai,Creta,5,100000,particular,Diesel,Manual,19.67,1582,126.2,5,1000000,40000.0,media
Chevrolet Beat,Chevrolet,Beat,11,40000,particular,Petrol,Manual,18.6,1199,79.4,5,130000,5200.0,media
Maruti Alto,Maruti,Alto,4,22000,particular,Petrol,Manual,23.95,998,67.05,5,335000,13400.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,68000,distribuidor,Diesel,Automatic,13.0,2143,201.1,5,2450000,98000.0,media
Datsun GO,Datsun,GO,4,23142,distribuidor,Petrol,Manual,19.83,1198,67.0,5,360000,14400.0,media
Mahindra TUV,Mahindra,TUV,4,120000,particular,Diesel,Manual,18.49,1493,100.0,7,650000,26000.0,grande
Chevrolet Beat,Chevrolet,Beat,10,25000,particular,Petrol,Manual,18.6,1199,79.4,5,250000,10000.0,media
Ford Ikon,Ford,Ikon,12,70000,particular,Petrol,Manual,13.8,1299,70.0,5,150000,6000.0,media
Honda Jazz,Honda,Jazz,5,62510,distribuidor,Petrol,Manual,18.7,1199,88.7,5,520000,20800.0,media
Maruti Ciaz,Maruti,Ciaz,4,44000,distribuidor,Petrol,Automatic,19.12,1373,91.1,5,790000,31600.0,media
Hyundai Creta,Hyundai,Creta,2,20000,particular,Petrol,Manual,13.0,1591,121.3,5,820000,32800.0,media
Maruti Wagon R,Maruti,Wagon R,9,60000,particular,Petrol,Manual,18.9,998,67.1,5,300000,12000.0,media
Maruti Alto,Maruti,Alto,11,86000,distribuidor,Petrol,Manual,23.95,998,67.05,5,220000,8800.0,media
Nissan Micra,Nissan,Micra,3,17048,distribuidor,Petrol,Manual,19.69,1198,67.04,5,459000,18360.0,media
MG Hector,MG,Hector,2,8100,distribuidor,Petrol,Manual,15.81,1451,141.0,5,1855000,74200.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,61000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,490000,19600.0,media
Maruti Swift,Maruti,Swift,12,60000,particular,Petrol,Manual,16.1,1298,88.2,5,350000,14000.0,media
Mahindra XUV500,Mahindra,XUV500,7,79000,distribuidor,Diesel,Manual,15.1,2179,140.0,7,790000,31600.0,grande
Maruti Alto,Maruti,Alto,4,35000,particular,Petrol,Manual,23.95,998,67.05,5,370000,14800.0,media
Skoda Yeti,Skoda,Yeti,9,60000,distribuidor,Diesel,Manual,17.72,1968,108.49,5,475000,19000.0,media
Maruti Baleno,Maruti,Baleno,4,71000,distribuidor,Diesel,Manual,27.39,1248,74.0,5,650000,26000.0,media
Hyundai EON,Hyundai,EON,4,70000,particular,Petrol,Manual,21.1,814,55.2,5,280000,11200.0,media
Renault KWID,Renault,KWID,2,13000,particular,Petrol,Manual,25.17,799,53.3,5,370000,14800.0,media
Ford Freestyle,Ford,Freestyle,3,35000,particular,Petrol,Manual,19.0,1194,94.68,5,650000,26000.0,media
Volkswagen Polo,Volkswagen,Polo,4,75000,distribuidor,Diesel,Manual,20.14,1498,88.8,5,590000,23600.0,media
Mahindra Xylo,Mahindra,Xylo,2,90000,particular,Diesel,Manual,14.02,2179,118.3,7,870000,34800.0,grande
Honda Civic,Honda,Civic,12,86000,particular,Petrol,Manual,13.5,1799,130.0,5,225000,9000.0,media
Hyundai Grand,Hyundai,Grand,4,26000,distribuidor,Petrol,Manual,18.9,1197,81.86,5,555000,22200.0,media
Maruti Wagon R,Maruti,Wagon R,14,89000,distribuidor,Petrol,Manual,18.9,998,67.1,5,195000,7800.0,media
Honda Amaze,Honda,Amaze,3,40000,particular,Diesel,Automatic,23.8,1498,78.9,5,765000,30600.0,media
Hyundai i10,Hyundai,i10,6,19000,distribuidor,Petrol,Manual,19.81,1086,68.05,5,360000,14400.0,media
Hyundai EON,Hyundai,EON,4,50000,distribuidor,Petrol,Manual,21.1,814,55.2,5,310000,12400.0,media
Hyundai Santro,Hyundai,Santro,13,15000,particular,Petrol,Manual,17.92,1086,62.1,5,120000,4800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,2,35000,particular,Petrol,Manual,22.0,1197,81.8,5,648000,25920.0,media
Volkswagen Polo,Volkswagen,Polo,8,55000,distribuidor,Petrol,Manual,15.26,1598,103.5,5,495000,19800.0,media
Audi Q5,Audi,Q5,7,49000,distribuidor,Diesel,Automatic,14.16,1968,174.3,5,2800000,112000.0,media
Mahindra Scorpio,Mahindra,Scorpio,8,93000,distribuidor,Diesel,Manual,12.05,2179,120.0,8,770000,30800.0,grande
Maruti A,Maruti,A,11,68287,distribuidor,Petrol,Manual,19.0,998,66.1,5,220000,8800.0,media
Renault KWID,Renault,KWID,3,34000,distribuidor,Petrol,Manual,23.01,999,67.0,5,460000,18400.0,media
Hyundai i20,Hyundai,i20,7,71000,distribuidor,Diesel,Manual,21.27,1396,88.76,5,550000,22000.0,media
Ford Ecosport,Ford,Ecosport,5,43000,distribuidor,Petrol,Automatic,15.63,1499,110.4,5,750000,30000.0,media
Hyundai Creta,Hyundai,Creta,3,66000,particular,Diesel,Manual,21.38,1396,88.7,5,870000,34800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,particular,Diesel,Manual,26.59,1248,74.0,5,500000,20000.0,media
Chevrolet Spark,Chevrolet,Spark,10,18000,particular,Petrol,Manual,18.0,995,62.0,5,180000,7200.0,media
Hyundai Verna,Hyundai,Verna,9,60000,distribuidor,Diesel,Manual,22.32,1582,126.32,5,525000,21000.0,media
Hyundai Verna,Hyundai,Verna,2,15000,particular,Petrol,Manual,17.0,1591,121.3,5,1030000,41200.0,media
Honda Amaze,Honda,Amaze,5,49000,distribuidor,Petrol,Manual,17.8,1198,86.7,5,495000,19800.0,media
Volkswagen Jetta,Volkswagen,Jetta,10,50000,distribuidor,Diesel,Automatic,16.96,1968,138.03,5,750000,30000.0,media
Mahindra Bolero,Mahindra,Bolero,3,90000,particular,Diesel,Manual,15.96,2523,62.1,7,715000,28600.0,grande
Hyundai Creta,Hyundai,Creta,4,30000,particular,Petrol,Manual,15.29,1591,121.3,5,780000,31200.0,media
Renault Lodgy,Renault,Lodgy,6,40000,particular,Diesel,Manual,21.04,1461,83.8,8,750000,30000.0,grande
Mahindra XUV500,Mahindra,XUV500,5,129615,distribuidor,Diesel,Manual,16.0,2179,140.0,7,1300000,52000.0,grande
Chevrolet Tavera,Chevrolet,Tavera,5,200000,particular,Diesel,Manual,13.58,2499,72.4,10,650000,26000.0,grande
Maruti Swift,Maruti,Swift,2,21750,particular,Petrol,Manual,22.0,1197,81.8,5,580000,23200.0,media
Jeep Compass,Jeep,Compass,3,20000,particular,Petrol,Manual,16.0,1368,160.0,5,1472000,58880.0,media
Hyundai Santro,Hyundai,Santro,7,55000,distribuidor,Petrol,Manual,17.92,1086,62.1,5,350000,14000.0,media
BMW 3,BMW,3,5,71000,distribuidor,Diesel,Automatic,21.76,1995,188.0,5,2650000,106000.0,media
Maruti Wagon R,Maruti,Wagon R,4,10000,particular,Petrol,Manual,20.51,998,67.04,5,420000,16800.0,media
Maruti Alto,Maruti,Alto,17,85000,distribuidor,Petrol,Manual,19.7,796,46.3,5,135000,5400.0,media
Ford Ikon,Ford,Ikon,11,54786,distribuidor,Petrol,Manual,13.8,1299,70.0,5,95000,3800.0,media
Maruti Omni,Maruti,Omni,16,80000,particular,Petrol,Manual,16.8,796,34.2,8,110000,4400.0,grande
Chevrolet Beat,Chevrolet,Beat,8,77428,distribuidor,Diesel,Manual,25.44,936,57.6,5,165000,6600.0,media
Maruti Alto,Maruti,Alto,4,50000,particular,Petrol,Manual,24.7,796,47.3,5,280000,11200.0,media
Hyundai Xcent,Hyundai,Xcent,5,64002,distribuidor,Diesel,Manual,24.4,1120,71.0,5,485000,19400.0,media
Nissan Sunny,Nissan,Sunny,7,59600,distribuidor,Petrol,Manual,16.95,1498,97.7,5,450000,18000.0,media
Maruti Ertiga,Maruti,Ertiga,2,20000,particular,Diesel,Manual,25.47,1248,88.5,7,1064000,42560.0,grande
Maruti Alto,Maruti,Alto,6,68000,distribuidor,Petrol,Manual,22.74,796,47.3,5,270000,10800.0,media
Jaguar XF,Jaguar,XF,4,36000,particular,Diesel,Automatic,19.33,1999,177.0,5,4000000,160000.0,media
Maruti Ertiga,Maruti,Ertiga,7,79000,distribuidor,Diesel,Manual,25.47,1248,88.5,7,650000,26000.0,grande
Honda BRV,Honda,BRV,4,120000,particular,Diesel,Manual,21.9,1498,98.6,7,672000,26880.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,4,51000,distribuidor,Diesel,Manual,26.59,1248,74.0,5,700000,28000.0,media
Datsun GO,Datsun,GO,5,60000,particular,Petrol,Manual,20.63,1198,67.0,5,320000,12800.0,media
Toyota Etios,Toyota,Etios,7,62000,distribuidor,Diesel,Manual,23.59,1364,67.04,5,450000,18000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,15000,distribuidor,Petrol,Manual,22.0,1197,81.8,5,657000,26280.0,media
Maruti Alto,Maruti,Alto,11,27000,distribuidor,Petrol,Manual,19.7,796,46.3,5,220000,8800.0,media
Honda Jazz,Honda,Jazz,5,72000,distribuidor,Petrol,Manual,18.2,1199,88.7,5,525000,21000.0,media
Hyundai Creta,Hyundai,Creta,4,75000,distribuidor,Diesel,Automatic,17.01,1582,126.2,5,1175000,47000.0,media
Hyundai i20,Hyundai,i20,3,29000,distribuidor,Petrol,Manual,18.6,1197,81.83,5,650000,26000.0,media
Hyundai i20,Hyundai,i20,9,60000,particular,Diesel,Manual,21.9,1396,88.76,5,360000,14400.0,media
Hyundai EON,Hyundai,EON,9,72742,distribuidor,Petrol,Manual,22.0,814,55.0,5,230000,9200.0,media
Maruti Swift,Maruti,Swift,9,100000,particular,Diesel,Manual,22.9,1248,74.0,5,300000,12000.0,media
Toyota Innova,Toyota,Innova,4,94000,distribuidor,Diesel,Manual,13.68,2393,147.51,7,1550000,62000.0,grande
Datsun GO,Datsun,GO,5,20000,particular,Petrol,Manual,20.62,1198,67.0,7,350000,14000.0,grande
Honda Brio,Honda,Brio,3,24000,distribuidor confiável,Petrol,Manual,18.5,1198,86.8,5,550000,22000.0,media
Toyota Fortuner,Toyota,Fortuner,4,40000,particular,Petrol,Automatic,10.26,2694,163.7,7,2600000,104000.0,grande
Maruti Baleno,Maruti,Baleno,4,40000,particular,Diesel,Manual,27.39,1248,74.0,5,750000,30000.0,media
Mahindra KUV100,Mahindra,KUV100,1,35000,particular,Diesel,Manual,25.32,1198,77.0,6,786000,31440.0,grande
Toyota Innova,Toyota,Innova,2,27000,distribuidor,Diesel,Automatic,11.36,2755,171.5,8,1950000,78000.0,grande
Maruti Baleno,Maruti,Baleno,1,3000,particular,Petrol,Automatic,21.4,1197,83.1,5,800000,32000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,13,84500,particular,Petrol,Manual,17.5,1197,85.8,5,200000,8000.0,media
Toyota Fortuner,Toyota,Fortuner,4,43200,particular,Diesel,Manual,14.24,2755,174.5,7,2450000,98000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,4,32000,distribuidor,Diesel,Automatic,28.4,1248,74.02,5,785000,31400.0,media
Honda City,Honda,City,11,93000,particular,Petrol,Manual,17.0,1497,118.0,5,276000,11040.0,media
Honda BRV,Honda,BRV,4,40001,distribuidor,Petrol,Manual,15.4,1497,117.3,7,840000,33600.0,grande
BMW 3,BMW,3,7,52500,distribuidor,Diesel,Automatic,18.88,1995,184.0,5,1875000,75000.0,media
Ford Ecosport,Ford,Ecosport,8,70222,distribuidor,Diesel,Manual,22.7,1498,89.84,5,485000,19400.0,media
Hyundai i20,Hyundai,i20,8,105000,distribuidor,Diesel,Manual,21.9,1396,88.76,5,450000,18000.0,media
Maruti Alto,Maruti,Alto,12,110000,particular,Petrol,Manual,24.7,796,47.3,5,150000,6000.0,media
Honda Jazz,Honda,Jazz,6,33066,distribuidor,Petrol,Automatic,19.0,1199,88.7,5,625000,25000.0,media
Hyundai Santro,Hyundai,Santro,2,5000,particular,Petrol,Automatic,20.3,1086,68.0,5,530000,21200.0,media
Hyundai Grand,Hyundai,Grand,6,20000,particular,Petrol,Manual,18.9,1197,82.0,5,450000,18000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,74000,distribuidor,Diesel,Manual,23.4,1248,74.0,5,460000,18400.0,media
Maruti Alto,Maruti,Alto,6,29678,distribuidor,Petrol,Manual,22.74,796,47.3,5,299000,11960.0,media
Fiat Linea,Fiat,Linea,12,47682,distribuidor,Petrol,Manual,16.0,1368,90.0,5,270000,10800.0,media
Honda Amaze,Honda,Amaze,5,120000,particular,Diesel,Manual,25.8,1498,98.6,5,470000,18800.0,media
